genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.MG132.DMSO_SpC	SKMES1.AF1521.MG132.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
SDCBP	Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1	sp|O00560|SDCB1_HUMAN	32 kDa	4	4	skmes_mg132_af1521.adpr.msbio	O00560	6386	0	0	32	4.03125	4.03125	1	1	SDCBP
SDE2	Replication stress response regulator SDE2 OS=Homo sapiens GN=SDE2 PE=1 SV=1	sp|Q6IQ49|SDE2_HUMAN	50 kDa	0	6	skmes_mg132_af1521.adpr.msbio	Q6IQ49	163859	6	1	50	0.02	6.02	301	601	SDE2
SEC22B	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4	sp|O75396|SC22B_HUMAN	25 kDa	7	3	skmes_mg132_af1521.adpr.msbio	O75396	9554	-4	-0.571428571428571	25	7.04	3.04	0.431818181818182	0.429386590584879	SEC22B
SEC23IP	SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1	sp|Q9Y6Y8|S23IP_HUMAN	111 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q9Y6Y8	11196	-3	-1	111	3.00900900900901	0.00900900900900901	0.0029940119760479	0.00332225913621263	SEC23IP
SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	sp|O94979|SC31A_HUMAN	133 kDa	8	2	skmes_mg132_af1521.adpr.msbio	O94979	22872	-6	-0.75	133	8.00751879699248	2.00751879699248	0.250704225352113	0.250936329588015	SEC31A
SEC61B	Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2	sp|P60468|SC61B_HUMAN	10 kDa	2	2	skmes_mg132_af1521.adpr.msbio	P60468	10952	0	0	10	2.1	2.1	1	1	SEC61B
SELENOH	Selenoprotein H OS=Homo sapiens GN=SELENOH PE=1 SV=2	sp|Q8IZQ5|SELH_HUMAN	13 kDa	16	25	skmes_mg132_af1521.adpr.msbio	Q8IZQ5	280636	9	0.36	13	16.0769230769231	25.0769230769231	1.55980861244019	1.56214865708932	SELENOH
SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	sp|Q15019|SEPT2_HUMAN	41 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q15019	4735	2	1	41	0.024390243902439	2.02439024390244	83	201	SEPTIN6
SEPT7	Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2	sp|Q16181|SEPT7_HUMAN	51 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q16181	989	-4	-1	51	4.01960784313725	0.0196078431372549	0.0048780487804878	0.00249376558603491	SEPTIN7
SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	sp|Q9UHD8|SEPT9_HUMAN	65 kDa	8	11	skmes_mg132_af1521.adpr.msbio	Q9UHD8	10801	3	0.272727272727273	65	8.01538461538462	11.0153846153846	1.3742802303263	1.37453183520599	SEPTIN9
SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	sp|Q8NC51|PAIRB_HUMAN	45 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q8NC51	26135	-2	-1	45	2.02222222222222	0.0222222222222222	0.010989010989011	0.00497512437810945	SERBP1
SERF1A	Small EDRK-rich factor 1 OS=Homo sapiens GN=SERF1A PE=2 SV=1	sp|O75920|SERF1_HUMAN	12 kDa	2	2	skmes_mg132_af1521.adpr.msbio	O75920	8293	0	0	12	2.08333333333333	2.08333333333333	1	1	SERF1A
SERF2	Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=1 SV=1	sp|P84101|SERF2_HUMAN	7 kDa	4	9	skmes_mg132_af1521.adpr.msbio	P84101	10169	5	0.555555555555556	7	4.14285714285714	9.14285714285714	2.20689655172414	2.24688279301746	SERF2
SERPINB12	Serpin B12 OS=Homo sapiens GN=SERPINB12 PE=1 SV=1	sp|Q96P63|SPB12_HUMAN	46 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q96P63	89777	-5	-1	46	5.02173913043478	0.0217391304347826	0.00432900432900433	0.00199600798403194	SERPINB12
SERPINB3	Serpin B3 OS=Homo sapiens GN=SERPINB3 PE=1 SV=2	sp|P29508|SPB3_HUMAN	45 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P29508	6317	-3	-1	45	3.02222222222222	0.0222222222222222	0.00735294117647059	0.00332225913621263	SERPINB3
SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	sp|P50454|SERPH_HUMAN	46 kDa	13	14	skmes_mg132_af1521.adpr.msbio	P50454	871	1	0.0714285714285714	46	13.0217391304348	14.0217391304348	1.07679465776294	1.07686395080707	SERPINH1
SF1	Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4	sp|Q15637|SF01_HUMAN	68 kDa	10	4	skmes_mg132_af1521.adpr.msbio	Q15637	7536	-6	-0.6	68	10.0147058823529	4.01470588235294	0.400881057268722	0.400599400599401	SF1
SF3A1	Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	sp|Q15459|SF3A1_HUMAN	89 kDa	82	72	skmes_mg132_af1521.adpr.msbio	Q15459	10291	-10	-0.121951219512195	89	82.0112359550562	72.0112359550562	0.878065488423072	0.878063650774296	SF3A1
SF3A2	Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2	sp|Q15428|SF3A2_HUMAN	49 kDa	19	19	skmes_mg132_af1521.adpr.msbio	Q15428	8175	0	0	49	19.0204081632653	19.0204081632653	1	1	SF3A2
SF3A3	Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1	sp|Q12874|SF3A3_HUMAN	59 kDa	25	24	skmes_mg132_af1521.adpr.msbio	Q12874	10946	-1	-0.04	59	25.0169491525424	24.0169491525424	0.960027100271003	0.960015993602559	SF3A3
SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	sp|O75533|SF3B1_HUMAN	146 kDa	184	126	skmes_mg132_af1521.adpr.msbio	O75533	23451	-58	-0.315217391304348	146	184.006849315069	126.006849315068	0.684794342080774	0.684799739144612	SF3B1
SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	sp|Q13435|SF3B2_HUMAN	100 kDa	120	77	skmes_mg132_af1521.adpr.msbio	Q13435	10992	-43	-0.358333333333333	100	120.01	77.01	0.641696525289559	0.641696525289559	SF3B2
SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	sp|Q15393|SF3B3_HUMAN	136 kDa	200	195	skmes_mg132_af1521.adpr.msbio	Q15393	23450	-5	-0.025	136	200.007352941176	195.007352941176	0.975000919083857	0.975001249937503	SF3B3
SF3B4	Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1	sp|Q15427|SF3B4_HUMAN	44 kDa	9	5	skmes_mg132_af1521.adpr.msbio	Q15427	10262	-4	-0.444444444444444	44	9.02272727272727	5.02272727272727	0.556675062972292	0.556048834628191	SF3B4
SF3B5	Splicing factor 3B subunit 5 OS=Homo sapiens GN=SF3B5 PE=1 SV=1	sp|Q9BWJ5|SF3B5_HUMAN	10 kDa	9	18	skmes_mg132_af1521.adpr.msbio	Q9BWJ5	83443	9	0.5	10	9.1	18.1	1.98901098901099	1.99889012208657	SF3B5
SF3B6	Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1	sp|Q9Y3B4|SF3B6_HUMAN	15 kDa	20	35	skmes_mg132_af1521.adpr.msbio	Q9Y3B4	51639	15	0.428571428571429	15	20.0666666666667	35.0666666666667	1.74750830564784	1.7496251874063	SF3B6
SFPQ	Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2	sp|P23246|SFPQ_HUMAN	76 kDa	8	0	skmes_mg132_af1521.adpr.msbio	P23246	6421	-8	-1	76	8.01315789473684	0.0131578947368421	0.00164203612479475	0.00124843945068664	SFPQ
SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	sp|P42285|SK2L2_HUMAN	118 kDa	46	27	skmes_mg132_af1521.adpr.msbio	P42285	23517	-19	-0.41304347826087	118	46.0084745762712	27.0084745762712	0.587032602689261	0.587046294283851	MTREX
SKP1	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	sp|P63208|SKP1_HUMAN	19 kDa	3	3	skmes_mg132_af1521.adpr.msbio	P63208	6500	0	0	19	3.05263157894737	3.05263157894737	1	1	SKP1
SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	sp|P08195|4F2_HUMAN	68 kDa	4	9	skmes_mg132_af1521.adpr.msbio	P08195	6520	5	0.555555555555556	68	4.01470588235294	9.01470588235294	2.24542124542125	2.24688279301746	SLC3A2
SLFN11	Schlafen family member 11 OS=Homo sapiens GN=SLFN11 PE=1 SV=2	sp|Q7Z7L1|SLN11_HUMAN	103 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q7Z7L1	91607	-6	-1	103	6.00970873786408	0.00970873786407767	0.00161550888529887	0.00166389351081531	SLFN11
SLFN5	Schlafen family member 5 OS=Homo sapiens GN=SLFN5 PE=1 SV=1	sp|Q08AF3|SLFN5_HUMAN	101 kDa	6	0	skmes_mg132_af1521.adpr.msbio	Q08AF3	162394	-6	-1	101	6.00990099009901	0.0099009900990099	0.00164744645799012	0.00166389351081531	SLFN5
SLK	STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1	sp|Q9H2G2|SLK_HUMAN	143 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q9H2G2	9748	-4	-1	143	4.00699300699301	0.00699300699300699	0.00174520069808028	0.00249376558603491	SLK
SLU7	Pre-mRNA-splicing factor SLU7 OS=Homo sapiens GN=SLU7 PE=1 SV=2	sp|O95391|SLU7_HUMAN	68 kDa	25	22	skmes_mg132_af1521.adpr.msbio	O95391	10569	-3	-0.12	68	25.0147058823529	22.0147058823529	0.880070546737213	0.880047980807677	SLU7
SMC2	Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	sp|O95347|SMC2_HUMAN	136 kDa	8	0	skmes_mg132_af1521.adpr.msbio	O95347	10592	-8	-1	136	8.00735294117647	0.00735294117647059	0.000918273645546373	0.00124843945068664	SMC2
SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	sp|Q9NTJ3|SMC4_HUMAN	147 kDa	12	4	skmes_mg132_af1521.adpr.msbio	Q9NTJ3	10051	-8	-0.666666666666667	147	12.0068027210884	4.00680272108844	0.33371104815864	0.333888426311407	SMC4
SMN1	Survival motor neuron protein OS=Homo sapiens GN=SMN1 PE=1 SV=1	sp|Q16637|SMN_HUMAN	32 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q16637	6606	-3	-1	32	3.03125	0.03125	0.0103092783505155	0.00332225913621263	SMN1
SMNDC1	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens GN=SMNDC1 PE=1 SV=1	sp|O75940|SPF30_HUMAN	27 kDa	9	8	skmes_mg132_af1521.adpr.msbio	O75940	10285	-1	-0.111111111111111	27	9.03703703703704	8.03703703703704	0.889344262295082	0.889012208657048	SMNDC1
SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	sp|O75643|U520_HUMAN	245 kDa	185	186	skmes_mg132_af1521.adpr.msbio	O75643	23020	1	0.00537634408602151	245	185.004081632653	186.004081632653	1.00540528614923	1.00540511323712	SNRNP200
SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1	sp|Q96DI7|SNR40_HUMAN	39 kDa	10	5	skmes_mg132_af1521.adpr.msbio	Q96DI7	9410	-5	-0.5	39	10.025641025641	5.02564102564103	0.501278772378517	0.500499500499501	SNRNP40
SNRPA	U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3	sp|P09012|SNRPA_HUMAN	31 kDa	8	10	skmes_mg132_af1521.adpr.msbio	P09012	6626	2	0.2	31	8.03225806451613	10.0322580645161	1.24899598393574	1.24968789013733	SNRPA
SNRPA1	U2 small nuclear ribonucleoprotein A' OS=Homo sapiens GN=SNRPA1 PE=1 SV=2	sp|P09661|RU2A_HUMAN	28 kDa	13	18	skmes_mg132_af1521.adpr.msbio	P09661	6627	5	0.277777777777778	28	13.0357142857143	18.0357142857143	1.38356164383562	1.38431975403536	SNRPA1
SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2	sp|P14678|RSMB_HUMAN	25 kDa	11	8	skmes_mg132_af1521.adpr.msbio	P14678	6628	-3	-0.272727272727273	25	11.04	8.04	0.728260869565217	0.727520435967302	SNRPB
SNRPB2	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1	sp|P08579|RU2B_HUMAN	25 kDa	14	14	skmes_mg132_af1521.adpr.msbio	P08579	6629	0	0	25	14.04	14.04	1	1	SNRPB2
SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	sp|P62314|SMD1_HUMAN	13 kDa	10	16	skmes_mg132_af1521.adpr.msbio	P62314	6632	6	0.375	13	10.0769230769231	16.0769230769231	1.59541984732824	1.5994005994006	SNRPD1
SNRPD2	Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1	sp|P62316|SMD2_HUMAN	14 kDa	14	25	skmes_mg132_af1521.adpr.msbio	P62316	6633	11	0.44	14	14.0714285714286	25.0714285714286	1.78172588832487	1.78515346181299	SNRPD2
SNRPD3	Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	sp|P62318|SMD3_HUMAN	14 kDa	16	27	skmes_mg132_af1521.adpr.msbio	P62318	6634	11	0.407407407407407	14	16.0714285714286	27.0714285714286	1.68444444444444	1.68707058088695	SNRPD3
SNRPE	Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1	sp|P62304|RUXE_HUMAN	11 kDa	4	7	skmes_mg132_af1521.adpr.msbio	P62304	6635	3	0.428571428571429	11	4.09090909090909	7.09090909090909	1.73333333333333	1.74812967581047	SNRPE
SNRPF	Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1	sp|P62306|RUXF_HUMAN	10 kDa	3	10	skmes_mg132_af1521.adpr.msbio	P62306	6636	7	0.7	10	3.1	10.1	3.25806451612903	3.32558139534884	SNRPF
SNRPG	Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1	sp|P62308|RUXG_HUMAN	8 kDa	6	10	skmes_mg132_af1521.adpr.msbio	P62308	6637	4	0.4	8	6.125	10.125	1.6530612244898	1.66555740432612	SNRPG
SNW1	SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1	sp|Q13573|SNW1_HUMAN	61 kDa	64	53	skmes_mg132_af1521.adpr.msbio	Q13573	22938	-11	-0.171875	61	64.016393442623	53.0163934426229	0.828169014084507	0.828151851273238	SNW1
SOD1	Superoxide dismutase [Cu-Zn] OS=Homo sapiens GN=SOD1 PE=1 SV=2	sp|P00441|SODC_HUMAN	16 kDa	8	4	skmes_mg132_af1521.adpr.msbio	P00441	6647	-4	-0.5	16	8.0625	4.0625	0.503875968992248	0.500624219725343	SOD1
SOGA1	Protein SOGA1 OS=Homo sapiens GN=SOGA1 PE=1 SV=2	sp|O94964|SOGA1_HUMAN	160 kDa	5	0	skmes_mg132_af1521.adpr.msbio	O94964	140710	-5	-1	160	5.00625	0.00625	0.00124843945068664	0.00199600798403194	SOGA1
SPAST	Spastin OS=Homo sapiens GN=SPAST PE=1 SV=1	sp|Q9UBP0|SPAST_HUMAN	67 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q9UBP0	6683	2	1	67	0.0149253731343284	2.01492537313433	135	201	SPAST
SPCS2	Signal peptidase complex subunit 2 OS=Homo sapiens GN=SPCS2 PE=1 SV=3	sp|Q15005|SPCS2_HUMAN	25 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q15005	9789	-2	-1	25	2.04	0.04	0.0196078431372549	0.00497512437810945	SPCS2
SPRR1B	Cornifin-B OS=Homo sapiens GN=SPRR1B PE=1 SV=2	sp|P22528|SPR1B_HUMAN (+1)	10 kDa	6	2	skmes_mg132_af1521.adpr.msbio	P22528	6699	-4	-0.666666666666667	10	6.1	2.1	0.344262295081967	0.334442595673877	SPRR1B
SPRR2E	Small proline-rich protein 2E OS=Homo sapiens GN=SPRR2E PE=2 SV=2	sp|P22531|SPR2E_HUMAN	8 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P22531	6704	-2	-1	8	2.125	0.125	0.0588235294117647	0.00497512437810945	SPRR2E
SPTAN1	Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3	sp|Q13813|SPTN1_HUMAN	285 kDa	6	12	skmes_mg132_af1521.adpr.msbio	Q13813	6709	6	0.5	285	6.00350877192982	12.0035087719298	1.99941554646406	1.99833610648918	SPTAN1
SPTBN1	Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2	sp|Q01082|SPTB2_HUMAN	275 kDa	15	21	skmes_mg132_af1521.adpr.msbio	Q01082	6711	6	0.285714285714286	275	15.0036363636364	21.0036363636364	1.39990305380514	1.39973351099267	SPTBN1
SQSTM1	Sequestosome-1 OS=Homo sapiens GN=SQSTM1 PE=1 SV=1	sp|Q13501|SQSTM_HUMAN	48 kDa	11	0	skmes_mg132_af1521.adpr.msbio	Q13501	8878	-11	-1	48	11.0208333333333	0.0208333333333333	0.00189035916824197	0.000908265213442325	SQSTM1
SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens GN=SRGAP2 PE=1 SV=3	sp|O75044|SRGP2_HUMAN	121 kDa	3	0	skmes_mg132_af1521.adpr.msbio	O75044	23380	-3	-1	121	3.00826446280992	0.00826446280991736	0.00274725274725275	0.00332225913621263	SRGAP2
SRP14	Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	sp|P37108|SRP14_HUMAN	15 kDa	36	51	skmes_mg132_af1521.adpr.msbio	P37108	6727	15	0.294117647058824	15	36.0666666666667	51.0666666666667	1.41589648798521	1.4165509580672	SRP14
SRP54	Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 PE=1 SV=1	sp|P61011|SRP54_HUMAN	56 kDa	2	2	skmes_mg132_af1521.adpr.msbio	P61011	6729	0	0	56	2.01785714285714	2.01785714285714	1	1	SRP54
SRP68	Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2	sp|Q9UHB9|SRP68_HUMAN	71 kDa	7	2	skmes_mg132_af1521.adpr.msbio	Q9UHB9	6730	-5	-0.714285714285714	71	7.01408450704225	2.01408450704225	0.28714859437751	0.286733238231098	SRP68
SRP72	Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3	sp|O76094|SRP72_HUMAN	75 kDa	5	3	skmes_mg132_af1521.adpr.msbio	O76094	6731	-2	-0.4	75	5.01333333333333	3.01333333333333	0.601063829787234	0.600798403193613	SRP72
SRP9	Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2	sp|P49458|SRP09_HUMAN	10 kDa	9	16	skmes_mg132_af1521.adpr.msbio	P49458	6726	7	0.4375	10	9.1	16.1	1.76923076923077	1.77691453940067	SRP9
SRRT	Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1	sp|Q9BXP5|SRRT_HUMAN	101 kDa	8	0	skmes_mg132_af1521.adpr.msbio	Q9BXP5	51593	-8	-1	101	8.00990099009901	0.0099009900990099	0.00123609394313968	0.00124843945068664	SRRT
SSB	Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2	sp|P05455|LA_HUMAN	47 kDa	8	0	skmes_mg132_af1521.adpr.msbio	P05455	6741	-8	-1	47	8.02127659574468	0.0212765957446809	0.0026525198938992	0.00124843945068664	SSB
SSR4	Translocon-associated protein subunit delta OS=Homo sapiens GN=SSR4 PE=1 SV=1	sp|P51571|SSRD_HUMAN	19 kDa	3	3	skmes_mg132_af1521.adpr.msbio	P51571	6748	0	0	19	3.05263157894737	3.05263157894737	1	1	SSR4
STAU1	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2	sp|O95793|STAU1_HUMAN	63 kDa	4	0	skmes_mg132_af1521.adpr.msbio	O95793	6780	-4	-1	63	4.01587301587302	0.0158730158730159	0.00395256916996047	0.00249376558603491	STAU1
STIP1	Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1	sp|P31948|STIP1_HUMAN	63 kDa	5	0	skmes_mg132_af1521.adpr.msbio	P31948	10963	-5	-1	63	5.01587301587302	0.0158730158730159	0.00316455696202532	0.00199600798403194	STIP1
STK10	Serine/threonine-protein kinase 10 OS=Homo sapiens GN=STK10 PE=1 SV=1	sp|O94804|STK10_HUMAN	112 kDa	2	0	skmes_mg132_af1521.adpr.msbio	O94804	6793	-2	-1	112	2.00892857142857	0.00892857142857143	0.00444444444444444	0.00497512437810945	STK10
SUB1	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	sp|P53999|TCP4_HUMAN	14 kDa	36	57	skmes_mg132_af1521.adpr.msbio	P53999	10923	21	0.368421052631579	14	36.0714285714286	57.0714285714286	1.58217821782178	1.58317134129409	SUB1
SUPT16H	FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1	sp|Q9Y5B9|SP16H_HUMAN	120 kDa	83	68	skmes_mg132_af1521.adpr.msbio	Q9Y5B9	11198	-15	-0.180722891566265	120	83.0083333333333	68.0083333333333	0.819295251480775	0.819298879653054	SUPT16H
SUPT6H	Transcription elongation factor SPT6 OS=Homo sapiens GN=SUPT6H PE=1 SV=2	sp|Q7KZ85|SPT6H_HUMAN	199 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q7KZ85	6830	-2	-1	199	2.00502512562814	0.0050251256281407	0.0025062656641604	0.00497512437810945	SUPT6H
SYF2	Pre-mRNA-splicing factor SYF2 OS=Homo sapiens GN=SYF2 PE=1 SV=1	sp|O95926|SYF2_HUMAN	29 kDa	4	6	skmes_mg132_af1521.adpr.msbio	O95926	25949	2	0.333333333333333	29	4.03448275862069	6.03448275862069	1.4957264957265	1.49875311720698	SYF2
SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	sp|O60506|HNRPQ_HUMAN	70 kDa	16	5	skmes_mg132_af1521.adpr.msbio	O60506	10492	-11	-0.6875	70	16.0142857142857	5.01428571428571	0.313113291703836	0.312929419113054	SYNCRIP
SYNGR2	Synaptogyrin-2 OS=Homo sapiens GN=SYNGR2 PE=1 SV=1	sp|O43760|SNG2_HUMAN	25 kDa	2	0	skmes_mg132_af1521.adpr.msbio	O43760	9144	-2	-1	25	2.04	0.04	0.0196078431372549	0.00497512437810945	SYNGR2
SYNM	Synemin OS=Homo sapiens GN=SYNM PE=1 SV=2	sp|O15061|SYNEM_HUMAN	173 kDa	5	0	skmes_mg132_af1521.adpr.msbio	O15061	23336	-5	-1	173	5.00578034682081	0.00578034682080925	0.00115473441108545	0.00199600798403194	SYNM
TAGLN2	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	sp|P37802|TAGL2_HUMAN	22 kDa	17	12	skmes_mg132_af1521.adpr.msbio	P37802	8407	-5	-0.294117647058824	22	17.0454545454545	12.0454545454545	0.706666666666667	0.706055261610817	TAGLN2
TALDO1	Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	sp|P37837|TALDO_HUMAN	38 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P37837	6888	-6	-1	38	6.02631578947368	0.0263157894736842	0.00436681222707424	0.00166389351081531	TALDO1
TAOK1	Serine/threonine-protein kinase TAO1 OS=Homo sapiens GN=TAOK1 PE=1 SV=1	sp|Q7L7X3|TAOK1_HUMAN	116 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q7L7X3	57551	-2	-1	116	2.00862068965517	0.00862068965517241	0.00429184549356223	0.00497512437810945	TAOK1
TARS	Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3	sp|P26639|SYTC_HUMAN	83 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P26639	6897	-6	-1	83	6.01204819277108	0.0120481927710843	0.00200400801603206	0.00166389351081531	TARS1
TAX1BP1	Tax1-binding protein 1 OS=Homo sapiens GN=TAX1BP1 PE=1 SV=2	sp|Q86VP1|TAXB1_HUMAN	91 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q86VP1	8887	-5	-1	91	5.01098901098901	0.010989010989011	0.00219298245614035	0.00199600798403194	TAX1BP1
TBC1D10B	TBC1 domain family member 10B OS=Homo sapiens GN=TBC1D10B PE=1 SV=3	sp|Q4KMP7|TB10B_HUMAN	87 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q4KMP7	26000	-2	-1	87	2.01149425287356	0.0114942528735632	0.00571428571428571	0.00497512437810945	TBC1D10B
TBCD	Tubulin-specific chaperone D OS=Homo sapiens GN=TBCD PE=1 SV=2	sp|Q9BTW9|TBCD_HUMAN	133 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q9BTW9	6904	-4	-1	133	4.00751879699248	0.0075187969924812	0.00187617260787992	0.00249376558603491	TBCD
TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens GN=TBL1XR1 PE=1 SV=1	sp|Q9BZK7|TBL1R_HUMAN	56 kDa	7	0	skmes_mg132_af1521.adpr.msbio	Q9BZK7	79718	-7	-1	56	7.01785714285714	0.0178571428571429	0.00254452926208651	0.0014265335235378	TBL1XR1
TCEA2	Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1	sp|Q15560|TCEA2_HUMAN	34 kDa	5	5	skmes_mg132_af1521.adpr.msbio	Q15560	6919	0	0	34	5.02941176470588	5.02941176470588	1	1	TCEA2
TCEA3	Transcription elongation factor A protein 3 OS=Homo sapiens GN=TCEA3 PE=1 SV=2	sp|O75764|TCEA3_HUMAN	39 kDa	6	0	skmes_mg132_af1521.adpr.msbio	O75764	6920	-6	-1	39	6.02564102564103	0.0256410256410256	0.00425531914893617	0.00166389351081531	TCEA3
TCEANC2	Transcription elongation factor A N-terminal and central domain-containing protein 2 OS=Homo sapiens GN=TCEANC2 PE=1 SV=1	sp|Q96MN5|TEAN2_HUMAN	24 kDa	19	10	skmes_mg132_af1521.adpr.msbio	Q96MN5	127428	-9	-0.473684210526316	24	19.0416666666667	10.0416666666667	0.527352297592998	0.52656496580747	TCEANC2
