genename	protein_desc	Accession_Number	Molecular_Weight	NCIH1373.AF1521.DMSO_SpC	NCIH1373.AF1521.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	sp|O94979|SC31A_HUMAN	133 kDa	31	30	ncih1373_af1521.adpr.msbio	O94979	22872	-1	-0.032258064516129	133	31.0075187969925	30.0075187969925	0.967749757516974	0.967752337955498	SEC31A
SEC61B	Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2	sp|P60468|SC61B_HUMAN	10 kDa	2	0	ncih1373_af1521.adpr.msbio	P60468	10952	-2	-1	10	2.1	0.1	0.0476190476190476	0.00497512437810945	SEC61B
SELENOH	Selenoprotein H OS=Homo sapiens GN=SELENOH PE=1 SV=2	sp|Q8IZQ5|SELH_HUMAN	13 kDa	4	7	ncih1373_af1521.adpr.msbio	Q8IZQ5	280636	3	0.428571428571429	13	4.07692307692308	7.07692307692308	1.73584905660377	1.74812967581047	SELENOH
SEPT11	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3	sp|Q9NVA2|SEP11_HUMAN	49 kDa	9	5	ncih1373_af1521.adpr.msbio	Q9NVA2	55752	-4	-0.444444444444444	49	9.02040816326531	5.02040816326531	0.556561085972851	0.556048834628191	SEPTIN11
SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	sp|Q15019|SEPT2_HUMAN	41 kDa	2	3	ncih1373_af1521.adpr.msbio	Q15019	4735	1	0.333333333333333	41	2.02439024390244	3.02439024390244	1.49397590361446	1.49751243781095	SEPTIN6
SEPT7	Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2	sp|Q16181|SEPT7_HUMAN	51 kDa	5	4	ncih1373_af1521.adpr.msbio	Q16181	989	-1	-0.2	51	5.01960784313725	4.01960784313725	0.80078125	0.800399201596806	SEPTIN7
SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	sp|Q9UHD8|SEPT9_HUMAN	65 kDa	25	23	ncih1373_af1521.adpr.msbio	Q9UHD8	10801	-2	-0.08	65	25.0153846153846	23.0153846153846	0.920049200492005	0.920031987205118	SEPTIN9
SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	sp|Q8NC51|PAIRB_HUMAN	45 kDa	10	4	ncih1373_af1521.adpr.msbio	Q8NC51	26135	-6	-0.6	45	10.0222222222222	4.02222222222222	0.401330376940133	0.400599400599401	SERBP1
SERF2	Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=1 SV=1	sp|P84101|SERF2_HUMAN	7 kDa	5	6	ncih1373_af1521.adpr.msbio	P84101	10169	1	0.166666666666667	7	5.14285714285714	6.14285714285714	1.19444444444444	1.19960079840319	SERF2
SERPINB12	Serpin B12 OS=Homo sapiens GN=SERPINB12 PE=1 SV=1	sp|Q96P63|SPB12_HUMAN	46 kDa	0	6	ncih1373_af1521.adpr.msbio	Q96P63	89777	6	1	46	0.0217391304347826	6.02173913043478	277	601	SERPINB12
SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	sp|P50454|SERPH_HUMAN	46 kDa	4	6	ncih1373_af1521.adpr.msbio	P50454	871	2	0.333333333333333	46	4.02173913043478	6.02173913043478	1.4972972972973	1.49875311720698	SERPINH1
SF1	Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4	sp|Q15637|SF01_HUMAN	68 kDa	20	17	ncih1373_af1521.adpr.msbio	Q15637	7536	-3	-0.15	68	20.0147058823529	17.0147058823529	0.850110213078619	0.850074962518741	SF1
SF3A1	Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	sp|Q15459|SF3A1_HUMAN	89 kDa	94	73	ncih1373_af1521.adpr.msbio	Q15459	10291	-21	-0.223404255319149	89	94.0112359550562	73.0112359550562	0.776622445320904	0.776619508562919	SF3A1
SF3A2	Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2	sp|Q15428|SF3A2_HUMAN	49 kDa	22	19	ncih1373_af1521.adpr.msbio	Q15428	8175	-3	-0.136363636363636	49	22.0204081632653	19.0204081632653	0.863762743280816	0.863698318945934	SF3A2
SF3A3	Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1	sp|Q12874|SF3A3_HUMAN	59 kDa	40	39	ncih1373_af1521.adpr.msbio	Q12874	10946	-1	-0.025	59	40.0169491525424	39.0169491525424	0.975010588733587	0.975006248437891	SF3A3
SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	sp|O75533|SF3B1_HUMAN	146 kDa	159	122	ncih1373_af1521.adpr.msbio	O75533	23451	-37	-0.232704402515723	146	159.006849315069	122.006849315068	0.767305621365496	0.767310232060877	SF3B1
SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	sp|Q13435|SF3B2_HUMAN	100 kDa	114	69	ncih1373_af1521.adpr.msbio	Q13435	10992	-45	-0.394736842105263	100	114.01	69.01	0.605297780896413	0.605297780896413	SF3B2
SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	sp|Q15393|SF3B3_HUMAN	136 kDa	144	119	ncih1373_af1521.adpr.msbio	Q15393	23450	-25	-0.173611111111111	136	144.007352941176	119.007352941176	0.826397753382691	0.826400944378863	SF3B3
SF3B4	Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1	sp|Q15427|SF3B4_HUMAN	44 kDa	8	7	ncih1373_af1521.adpr.msbio	Q15427	10262	-1	-0.125	44	8.02272727272727	7.02272727272727	0.875354107648725	0.875156054931336	SF3B4
SF3B5	Splicing factor 3B subunit 5 OS=Homo sapiens GN=SF3B5 PE=1 SV=1	sp|Q9BWJ5|SF3B5_HUMAN	10 kDa	7	3	ncih1373_af1521.adpr.msbio	Q9BWJ5	83443	-4	-0.571428571428571	10	7.1	3.1	0.436619718309859	0.429386590584879	SF3B5
SF3B6	Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1	sp|Q9Y3B4|SF3B6_HUMAN	15 kDa	11	14	ncih1373_af1521.adpr.msbio	Q9Y3B4	51639	3	0.214285714285714	15	11.0666666666667	14.0666666666667	1.2710843373494	1.2724795640327	SF3B6
SFPQ	"Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2"	sp|P23246|SFPQ_HUMAN	76 kDa	27	11	ncih1373_af1521.adpr.msbio	P23246	6421	-16	-0.592592592592593	76	27.0131578947368	11.0131578947368	0.407696054554311	0.407626804887079	SFPQ
SFSWAP	"Splicing factor, suppressor of white-apricot homolog OS=Homo sapiens GN=SFSWAP PE=1 SV=3"	sp|Q12872|SFSWA_HUMAN	105 kDa	2	0	ncih1373_af1521.adpr.msbio	Q12872	6433	-2	-1	105	2.00952380952381	0.00952380952380952	0.004739336492891	0.00497512437810945	SFSWAP
SFXN1	Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4	sp|Q9H9B4|SFXN1_HUMAN	36 kDa	4	0	ncih1373_af1521.adpr.msbio	Q9H9B4	94081	-4	-1	36	4.02777777777778	0.0277777777777778	0.00689655172413793	0.00249376558603491	SFXN1
SH3KBP1	SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2	sp|Q96B97|SH3K1_HUMAN	73 kDa	4	4	ncih1373_af1521.adpr.msbio	Q96B97	30011	0	0	73	4.01369863013699	4.01369863013699	1	1	SH3KBP1
SHROOM3	Protein Shroom3 OS=Homo sapiens GN=SHROOM3 PE=1 SV=2	sp|Q8TF72|SHRM3_HUMAN	217 kDa	0	2	ncih1373_af1521.adpr.msbio	Q8TF72	57619	2	1	217	0.00460829493087558	2.00460829493088	435	201	SHROOM3
SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	sp|P42285|SK2L2_HUMAN	118 kDa	8	0	ncih1373_af1521.adpr.msbio	P42285	23517	-8	-1	118	8.00847457627119	0.00847457627118644	0.00105820105820106	0.00124843945068664	MTREX
SLC25A3	"Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=2"	sp|Q00325|MPCP_HUMAN	40 kDa	15	10	ncih1373_af1521.adpr.msbio	Q00325	5250	-5	-0.333333333333333	40	15.025	10.025	0.667221297836938	0.66688874083944	SLC25A3
SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	sp|P05141|ADT2_HUMAN	33 kDa	14	11	ncih1373_af1521.adpr.msbio	P05141	292	-3	-0.214285714285714	33	14.030303030303	11.030303030303	0.786177105831533	0.785867237687366	SLC25A5
SLC25A6	ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	sp|P12236|ADT3_HUMAN	33 kDa	12	0	ncih1373_af1521.adpr.msbio	P12236	293	-12	-1	33	12.030303030303	0.0303030303030303	0.00251889168765743	0.000832639467110741	SLC25A6
SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	sp|P08195|4F2_HUMAN	68 kDa	16	8	ncih1373_af1521.adpr.msbio	P08195	6520	-8	-0.5	68	16.0147058823529	8.01470588235294	0.500459136822773	0.500312304809494	SLC3A2
SLC4A1AP	Kanadaptin OS=Homo sapiens GN=SLC4A1AP PE=1 SV=1	sp|Q9BWU0|NADAP_HUMAN	89 kDa	5	0	ncih1373_af1521.adpr.msbio	Q9BWU0	22950	-5	-1	89	5.01123595505618	0.0112359550561798	0.00224215246636771	0.00199600798403194	SLC4A1AP
SLC7A5	Large neutral amino acids transporter small subunit 1 OS=Homo sapiens GN=SLC7A5 PE=1 SV=2	sp|Q01650|LAT1_HUMAN	55 kDa	2	0	ncih1373_af1521.adpr.msbio	Q01650	8140	-2	-1	55	2.01818181818182	0.0181818181818182	0.00900900900900901	0.00497512437810945	SLC7A5
SLFN5	Schlafen family member 5 OS=Homo sapiens GN=SLFN5 PE=1 SV=1	sp|Q08AF3|SLFN5_HUMAN	101 kDa	0	3	ncih1373_af1521.adpr.msbio	Q08AF3	162394	3	1	101	0.0099009900990099	3.00990099009901	304	301	SLFN5
SLIRP	"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens GN=SLIRP PE=1 SV=1"	sp|Q9GZT3|SLIRP_HUMAN	12 kDa	3	0	ncih1373_af1521.adpr.msbio	Q9GZT3	81892	-3	-1	12	3.08333333333333	0.0833333333333333	0.027027027027027	0.00332225913621263	SLIRP
SLK	STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1	sp|Q9H2G2|SLK_HUMAN	143 kDa	11	11	ncih1373_af1521.adpr.msbio	Q9H2G2	9748	0	0	143	11.006993006993	11.006993006993	1	1	SLK
SLU7	Pre-mRNA-splicing factor SLU7 OS=Homo sapiens GN=SLU7 PE=1 SV=2	sp|O95391|SLU7_HUMAN	68 kDa	22	20	ncih1373_af1521.adpr.msbio	O95391	10569	-2	-0.0909090909090909	68	22.0147058823529	20.0147058823529	0.909151636606546	0.909132212630622	SLU7
SMAD3	Mothers against decapentaplegic homolog 3 OS=Homo sapiens GN=SMAD3 PE=1 SV=1	sp|P84022|SMAD3_HUMAN	48 kDa	0	3	ncih1373_af1521.adpr.msbio	P84022	4088	3	1	48	0.0208333333333333	3.02083333333333	145	301	SMAD3
SMARCA1	Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2	sp|P28370|SMCA1_HUMAN	123 kDa	18	0	ncih1373_af1521.adpr.msbio	P28370	6594	-18	-1	123	18.0081300813008	0.00813008130081301	0.000451467268623025	0.000555247084952804	SMARCA1
SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	sp|O60264|SMCA5_HUMAN	122 kDa	56	0	ncih1373_af1521.adpr.msbio	O60264	8467	-56	-1	122	56.0081967213115	0.00819672131147541	0.000146348602370847	0.000178539546509552	SMARCA5
SMARCC2	SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1	sp|Q8TAQ2|SMRC2_HUMAN	133 kDa	6	0	ncih1373_af1521.adpr.msbio	Q8TAQ2	6601	-6	-1	133	6.00751879699248	0.0075187969924812	0.00125156445556946	0.00166389351081531	SMARCC2
SMC1A	Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2	sp|Q14683|SMC1A_HUMAN	143 kDa	18	2	ncih1373_af1521.adpr.msbio	Q14683	8243	-16	-0.888888888888889	143	18.006993006993	2.00699300699301	0.111456310679612	0.111604664075514	SMC1A
SMC2	Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	sp|O95347|SMC2_HUMAN	136 kDa	38	6	ncih1373_af1521.adpr.msbio	O95347	10592	-32	-0.842105263157895	136	38.0073529411765	6.00735294117647	0.158057651383246	0.158116285188108	SMC2
SMC3	Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2	sp|Q9UQE7|SMC3_HUMAN	142 kDa	30	0	ncih1373_af1521.adpr.msbio	Q9UQE7	9126	-30	-1	142	30.0070422535211	0.00704225352112676	0.000234686693264492	0.000333222259246918	SMC3
SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	sp|Q9NTJ3|SMC4_HUMAN	147 kDa	37	10	ncih1373_af1521.adpr.msbio	Q9NTJ3	10051	-27	-0.72972972972973	147	37.0068027210884	10.0068027210884	0.270404411764706	0.270467441232099	SMC4
SMNDC1	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens GN=SMNDC1 PE=1 SV=1	sp|O75940|SPF30_HUMAN	27 kDa	2	0	ncih1373_af1521.adpr.msbio	O75940	10285	-2	-1	27	2.03703703703704	0.037037037037037	0.0181818181818182	0.00497512437810945	SMNDC1
SMU1	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	sp|Q2TAY7|SMU1_HUMAN	58 kDa	12	2	ncih1373_af1521.adpr.msbio	Q2TAY7	55234	-10	-0.833333333333333	58	12.0172413793103	2.01724137931034	0.167862266857963	0.167360532889259	SMU1
SMURF2	E3 ubiquitin-protein ligase SMURF2 OS=Homo sapiens GN=SMURF2 PE=1 SV=1	sp|Q9HAU4|SMUF2_HUMAN	86 kDa	0	3	ncih1373_af1521.adpr.msbio	Q9HAU4	64750	3	1	86	0.0116279069767442	3.01162790697674	259	301	SMURF2
SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	sp|O75643|U520_HUMAN	245 kDa	73	80	ncih1373_af1521.adpr.msbio	O75643	23020	7	0.0875	245	73.0040816326531	80.0040816326531	1.09588504975959	1.09587727708533	SNRNP200
SNRPA1	U2 small nuclear ribonucleoprotein A' OS=Homo sapiens GN=SNRPA1 PE=1 SV=2	sp|P09661|RU2A_HUMAN	28 kDa	19	18	ncih1373_af1521.adpr.msbio	P09661	6627	-1	-0.0526315789473684	28	19.0357142857143	18.0357142857143	0.947467166979362	0.947396107311941	SNRPA1
SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2	sp|P14678|RSMB_HUMAN (+1)	25 kDa	9	6	ncih1373_af1521.adpr.msbio	P14678	6628	-3	-0.333333333333333	25	9.04	6.04	0.668141592920354	0.667036625971143	SNRPB
SNRPB2	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1	sp|P08579|RU2B_HUMAN	25 kDa	16	11	ncih1373_af1521.adpr.msbio	P08579	6629	-5	-0.3125	25	16.04	11.04	0.688279301745636	0.687695190505934	SNRPB2
SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	sp|P62314|SMD1_HUMAN	13 kDa	3	4	ncih1373_af1521.adpr.msbio	P62314	6632	1	0.25	13	3.07692307692308	4.07692307692308	1.325	1.33222591362126	SNRPD1
SNRPD2	Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1	sp|P62316|SMD2_HUMAN	14 kDa	16	17	ncih1373_af1521.adpr.msbio	P62316	6633	1	0.0588235294117647	14	16.0714285714286	17.0714285714286	1.06222222222222	1.06246096189881	SNRPD2
SNRPD3	Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	sp|P62318|SMD3_HUMAN	14 kDa	5	3	ncih1373_af1521.adpr.msbio	P62318	6634	-2	-0.4	14	5.07142857142857	3.07142857142857	0.605633802816901	0.600798403193613	SNRPD3
SNRPE	Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1	sp|P62304|RUXE_HUMAN	11 kDa	2	3	ncih1373_af1521.adpr.msbio	P62304	6635	1	0.333333333333333	11	2.09090909090909	3.09090909090909	1.47826086956522	1.49751243781095	SNRPE
SNRPF	Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1	sp|P62306|RUXF_HUMAN	10 kDa	2	0	ncih1373_af1521.adpr.msbio	P62306	6636	-2	-1	10	2.1	0.1	0.0476190476190476	0.00497512437810945	SNRPF
SNW1	SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1	sp|Q13573|SNW1_HUMAN	61 kDa	16	21	ncih1373_af1521.adpr.msbio	Q13573	22938	5	0.238095238095238	61	16.016393442623	21.016393442623	1.3121801432958	1.31230480949407	SNW1
SNX2	Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2	sp|O60749|SNX2_HUMAN	58 kDa	2	0	ncih1373_af1521.adpr.msbio	O60749	6643	-2	-1	58	2.01724137931034	0.0172413793103448	0.00854700854700855	0.00497512437810945	SNX2
SPATA5	Spermatogenesis-associated protein 5 OS=Homo sapiens GN=SPATA5 PE=1 SV=3	sp|Q8NB90|SPAT5_HUMAN	98 kDa	5	0	ncih1373_af1521.adpr.msbio	Q8NB90	166378	-5	-1	98	5.01020408163265	0.0102040816326531	0.00203665987780041	0.00199600798403194	SPATA5
SPATS2L	SPATS2-like protein OS=Homo sapiens GN=SPATS2L PE=1 SV=2	sp|Q9NUQ6|SPS2L_HUMAN	62 kDa	13	25	ncih1373_af1521.adpr.msbio	Q9NUQ6	26010	12	0.48	62	13.0161290322581	25.0161290322581	1.92193308550186	1.92236740968486	SPATS2L
SPRR1B	Cornifin-B OS=Homo sapiens GN=SPRR1B PE=1 SV=2	sp|P22528|SPR1B_HUMAN (+1)	10 kDa	5	4	ncih1373_af1521.adpr.msbio	P22528	6699	-1	-0.2	10	5.1	4.1	0.803921568627451	0.800399201596806	SPRR1B
SPRR2E	Small proline-rich protein 2E OS=Homo sapiens GN=SPRR2E PE=2 SV=2	sp|P22531|SPR2E_HUMAN (+4)	8 kDa	0	4	ncih1373_af1521.adpr.msbio	P22531	6704	4	1	8	0.125	4.125	33	401	SPRR2E
SPTAN1	"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3"	sp|Q13813|SPTN1_HUMAN	285 kDa	114	49	ncih1373_af1521.adpr.msbio	Q13813	6709	-65	-0.570175438596491	285	114.00350877193	49.0035087719298	0.429842110122803	0.429874572405929	SPTAN1
SPTBN1	"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2"	sp|Q01082|SPTB2_HUMAN	275 kDa	111	67	ncih1373_af1521.adpr.msbio	Q01082	6711	-44	-0.396396396396396	275	111.003636363636	67.0036363636364	0.603616589137129	0.603639311773714	SPTBN1
SRC	Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC PE=1 SV=3	sp|P12931|SRC_HUMAN	60 kDa	3	0	ncih1373_af1521.adpr.msbio	P12931	6714	-3	-1	60	3.01666666666667	0.0166666666666667	0.00552486187845304	0.00332225913621263	SRC
SRP14	Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	sp|P37108|SRP14_HUMAN	15 kDa	9	14	ncih1373_af1521.adpr.msbio	P37108	6727	5	0.357142857142857	15	9.06666666666667	14.0666666666667	1.55147058823529	1.55493895671476	SRP14
SRP68	Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2	sp|Q9UHB9|SRP68_HUMAN	71 kDa	11	8	ncih1373_af1521.adpr.msbio	Q9UHB9	6730	-3	-0.272727272727273	71	11.0140845070423	8.01408450704225	0.727621483375959	0.727520435967302	SRP68
SRP72	Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3	sp|O76094|SRP72_HUMAN	75 kDa	6	3	ncih1373_af1521.adpr.msbio	O76094	6731	-3	-0.5	75	6.01333333333333	3.01333333333333	0.501108647450111	0.500831946755408	SRP72
SRPRB	Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3	sp|Q9Y5M8|SRPRB_HUMAN	30 kDa	3	0	ncih1373_af1521.adpr.msbio	Q9Y5M8	58477	-3	-1	30	3.03333333333333	0.0333333333333333	0.010989010989011	0.00332225913621263	SRPRB
SRRT	Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1	sp|Q9BXP5|SRRT_HUMAN	101 kDa	14	4	ncih1373_af1521.adpr.msbio	Q9BXP5	51593	-10	-0.714285714285714	101	14.009900990099	4.00990099009901	0.286219081272085	0.286224125624554	SRRT
SRSF1	Serine/arginine-rich splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=2	sp|Q07955|SRSF1_HUMAN	28 kDa	5	0	ncih1373_af1521.adpr.msbio	Q07955	6426	-5	-1	28	5.03571428571429	0.0357142857142857	0.00709219858156028	0.00199600798403194	SRSF1
SRSF3	Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1	sp|P84103|SRSF3_HUMAN	19 kDa	2	0	ncih1373_af1521.adpr.msbio	P84103	6428	-2	-1	19	2.05263157894737	0.0526315789473684	0.0256410256410256	0.00497512437810945	SRSF3
SRSF4	Serine/arginine-rich splicing factor 4 OS=Homo sapiens GN=SRSF4 PE=1 SV=2	sp|Q08170|SRSF4_HUMAN (+1)	57 kDa	3	0	ncih1373_af1521.adpr.msbio	Q08170	6429	-3	-1	57	3.01754385964912	0.0175438596491228	0.00581395348837209	0.00332225913621263	SRSF4
SRSF9	Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1	sp|Q13242|SRSF9_HUMAN	26 kDa	3	0	ncih1373_af1521.adpr.msbio	Q13242	8683	-3	-1	26	3.03846153846154	0.0384615384615385	0.0126582278481013	0.00332225913621263	SRSF9
SSRP1	FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1	sp|Q08945|SSRP1_HUMAN	81 kDa	25	0	ncih1373_af1521.adpr.msbio	Q08945	6749	-25	-1	81	25.0123456790123	0.0123456790123457	0.000493583415597236	0.00039984006397441	SSRP1
SSSCA1	Sjoegren syndrome/scleroderma autoantigen 1 OS=Homo sapiens GN=SSSCA1 PE=1 SV=1	sp|O60232|SSA27_HUMAN	21 kDa	3	3	ncih1373_af1521.adpr.msbio	O60232	10534	0	0	21	3.04761904761905	3.04761904761905	1	1	ZNRD2
STIP1	Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1	sp|P31948|STIP1_HUMAN	63 kDa	2	0	ncih1373_af1521.adpr.msbio	P31948	10963	-2	-1	63	2.01587301587302	0.0158730158730159	0.0078740157480315	0.00497512437810945	STIP1
STK10	Serine/threonine-protein kinase 10 OS=Homo sapiens GN=STK10 PE=1 SV=1	sp|O94804|STK10_HUMAN	112 kDa	11	6	ncih1373_af1521.adpr.msbio	O94804	6793	-5	-0.454545454545455	112	11.0089285714286	6.00892857142857	0.545823195458232	0.545867393278837	STK10
STMN1	Stathmin OS=Homo sapiens GN=STMN1 PE=1 SV=3	sp|P16949|STMN1_HUMAN	17 kDa	5	4	ncih1373_af1521.adpr.msbio	P16949	3925	-1	-0.2	17	5.05882352941176	4.05882352941176	0.802325581395349	0.800399201596806	STMN1
SUB1	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	sp|P53999|TCP4_HUMAN	14 kDa	65	85	ncih1373_af1521.adpr.msbio	P53999	10923	20	0.235294117647059	14	65.0714285714286	85.0714285714286	1.30735455543359	1.30764497769574	SUB1
SUMO1	Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=1 SV=1	sp|P63165|SUMO1_HUMAN	12 kDa	2	2	ncih1373_af1521.adpr.msbio	P63165	7341	0	0	12	2.08333333333333	2.08333333333333	1	1	SUMO1
SUMO2	Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 PE=1 SV=3	sp|P61956|SUMO2_HUMAN	11 kDa	6	0	ncih1373_af1521.adpr.msbio	P61956	6613	-6	-1	11	6.09090909090909	0.0909090909090909	0.0149253731343284	0.00166389351081531	SUMO2
SUPT16H	FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1	sp|Q9Y5B9|SP16H_HUMAN	120 kDa	133	48	ncih1373_af1521.adpr.msbio	Q9Y5B9	11198	-85	-0.639097744360902	120	133.008333333333	48.0083333333333	0.360942296848568	0.360950304488384	SUPT16H
SUPT5H	Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1	sp|O00267|SPT5H_HUMAN	121 kDa	3	0	ncih1373_af1521.adpr.msbio	O00267	6829	-3	-1	121	3.00826446280992	0.00826446280991736	0.00274725274725275	0.00332225913621263	SUPT5H
SVIL	Supervillin OS=Homo sapiens GN=SVIL PE=1 SV=2	sp|O95425|SVIL_HUMAN	248 kDa	2	0	ncih1373_af1521.adpr.msbio	O95425	6840	-2	-1	248	2.00403225806452	0.00403225806451613	0.00201207243460765	0.00497512437810945	SVIL
SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	sp|O60506|HNRPQ_HUMAN	70 kDa	22	4	ncih1373_af1521.adpr.msbio	O60506	10492	-18	-0.818181818181818	70	22.0142857142857	4.01428571428571	0.18234912394549	0.182189913675602	SYNCRIP
SYNGR2	Synaptogyrin-2 OS=Homo sapiens GN=SYNGR2 PE=1 SV=1	sp|O43760|SNG2_HUMAN	25 kDa	3	3	ncih1373_af1521.adpr.msbio	O43760	9144	0	0	25	3.04	3.04	1	1	SYNGR2
SYNJ1	Synaptojanin-1 OS=Homo sapiens GN=SYNJ1 PE=1 SV=2	sp|O43426|SYNJ1_HUMAN	173 kDa	2	0	ncih1373_af1521.adpr.msbio	O43426	8867	-2	-1	173	2.00578034682081	0.00578034682080925	0.00288184438040346	0.00497512437810945	SYNJ1
