genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.RBN011628_1um_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
SEC23IP	SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1	sp|Q9Y6Y8|S23IP_HUMAN	111 kDa	4	6	skmes_adpr.msbio	Q9Y6Y8	11196	2	0.333333333333333	111	4.00900900900901	6.00900900900901	1.49887640449438	1.49875311720698	SEC23IP
SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	sp|O94979|SC31A_HUMAN	133 kDa	2	2	skmes_adpr.msbio	O94979	22872	0	0	133	2.00751879699248	2.00751879699248	1	1	SEC31A
SEC61B	Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2	sp|P60468|SC61B_HUMAN	10 kDa	2	0	skmes_adpr.msbio	P60468	10952	-2	-1	10	2.1	0.1	0.0476190476190476	0.00497512437810945	SEC61B
SELENOH	Selenoprotein H OS=Homo sapiens GN=SELENOH PE=1 SV=2	sp|Q8IZQ5|SELH_HUMAN	13 kDa	8	8	skmes_adpr.msbio	Q8IZQ5	280636	0	0	13	8.07692307692308	8.07692307692308	1	1	SELENOH
SENP1	Sentrin-specific protease 1 OS=Homo sapiens GN=SENP1 PE=1 SV=2	sp|Q9P0U3|SENP1_HUMAN	73 kDa	2	0	skmes_adpr.msbio	Q9P0U3	29843	-2	-1	73	2.01369863013699	0.0136986301369863	0.00680272108843537	0.00497512437810945	SENP1
SEPT10	Septin-10 OS=Homo sapiens GN=SEPT10 PE=1 SV=2	sp|Q9P0V9|SEP10_HUMAN	53 kDa	12	20	skmes_adpr.msbio	Q9P0V9	151011	8	0.4	53	12.0188679245283	20.0188679245283	1.66562009419152	1.66611157368859	SEPTIN10
SEPT11	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3	sp|Q9NVA2|SEP11_HUMAN	49 kDa	30	36	skmes_adpr.msbio	Q9NVA2	55752	6	0.166666666666667	49	30.0204081632653	36.0204081632653	1.19986403806934	1.19993335554815	SEPTIN11
SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	sp|Q15019|SEPT2_HUMAN	41 kDa	19	24	skmes_adpr.msbio	Q15019	4735	5	0.208333333333333	41	19.0243902439024	24.0243902439024	1.26282051282051	1.26301946344029	SEPTIN6
SEPT7	Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2	sp|Q16181|SEPT7_HUMAN	51 kDa	44	38	skmes_adpr.msbio	Q16181	989	-6	-0.136363636363636	51	44.0196078431373	38.0196078431373	0.86369710467706	0.863667348329925	SEPTIN7
SEPT8	Septin-8 OS=Homo sapiens GN=SEPT8 PE=1 SV=4	sp|Q92599|SEPT8_HUMAN	56 kDa	13	14	skmes_adpr.msbio	Q92599	23176	1	0.0714285714285714	56	13.0178571428571	14.0178571428571	1.07681755829904	1.07686395080707	SEPTIN8
SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	sp|Q9UHD8|SEPT9_HUMAN	65 kDa	57	50	skmes_adpr.msbio	Q9UHD8	10801	-7	-0.12280701754386	65	57.0153846153846	50.0153846153846	0.87722611980572	0.87721452376776	SEPTIN9
SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	sp|Q8NC51|PAIRB_HUMAN	45 kDa	0	15	skmes_adpr.msbio	Q8NC51	26135	15	1	45	0.0222222222222222	15.0222222222222	676	1501	SERBP1
SERF2	Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=1 SV=1	sp|P84101|SERF2_HUMAN	7 kDa	3	4	skmes_adpr.msbio	P84101	10169	1	0.25	7	3.14285714285714	4.14285714285714	1.31818181818182	1.33222591362126	SERF2
SERPINB1	Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1	sp|P30740|ILEU_HUMAN	43 kDa	0	3	skmes_adpr.msbio	P30740	1992	3	1	43	0.0232558139534884	3.02325581395349	130	301	SERPINB1
SERPINB12	Serpin B12 OS=Homo sapiens GN=SERPINB12 PE=1 SV=1	sp|Q96P63|SPB12_HUMAN	46 kDa	2	5	skmes_adpr.msbio	Q96P63	89777	3	0.6	46	2.02173913043478	5.02173913043478	2.48387096774194	2.49253731343284	SERPINB12
SERPINB3	Serpin B3 OS=Homo sapiens GN=SERPINB3 PE=1 SV=2	sp|P29508|SPB3_HUMAN	45 kDa	3	2	skmes_adpr.msbio	P29508	6317	-1	-0.333333333333333	45	3.02222222222222	2.02222222222222	0.669117647058823	0.667774086378737	SERPINB3
SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	sp|P50454|SERPH_HUMAN	46 kDa	11	11	skmes_adpr.msbio	P50454	871	0	0	46	11.0217391304348	11.0217391304348	1	1	SERPINH1
SET	Protein SET OS=Homo sapiens GN=SET PE=1 SV=3	sp|Q01105|SET_HUMAN	33 kDa	0	6	skmes_adpr.msbio	Q01105	6418	6	1	33	0.0303030303030303	6.03030303030303	199	601	SET
SETD1A	Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens GN=SETD1A PE=1 SV=3	sp|O15047|SET1A_HUMAN	186 kDa	3	5	skmes_adpr.msbio	O15047	9739	2	0.4	186	3.00537634408602	5.00537634408602	1.6654740608229	1.66445182724253	SETD1A
SETX	Probable helicase senataxin OS=Homo sapiens GN=SETX PE=1 SV=4	sp|Q7Z333|SETX_HUMAN	303 kDa	8	20	skmes_adpr.msbio	Q7Z333	23064	12	0.6	303	8.003300330033	20.003300330033	2.49938144329897	2.49812734082397	SETX
SF3A1	Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	sp|Q15459|SF3A1_HUMAN	89 kDa	6	3	skmes_adpr.msbio	Q15459	10291	-3	-0.5	89	6.01123595505618	3.01123595505618	0.500934579439252	0.500831946755408	SF3A1
SF3A3	Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1	sp|Q12874|SF3A3_HUMAN	59 kDa	9	3	skmes_adpr.msbio	Q12874	10946	-6	-0.666666666666667	59	9.01694915254237	3.01694915254237	0.334586466165413	0.334073251942286	SF3A3
SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	sp|O75533|SF3B1_HUMAN	146 kDa	18	4	skmes_adpr.msbio	O75533	23451	-14	-0.777777777777778	146	18.0068493150685	4.00684931506849	0.222518067706352	0.222654081066074	SF3B1
SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	sp|Q13435|SF3B2_HUMAN	100 kDa	8	15	skmes_adpr.msbio	Q13435	10992	7	0.466666666666667	100	8.01	15.01	1.87390761548065	1.87390761548065	SF3B2
SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	sp|Q15393|SF3B3_HUMAN	136 kDa	19	7	skmes_adpr.msbio	Q15393	23450	-12	-0.631578947368421	136	19.0073529411765	7.00735294117647	0.368665377176015	0.368753287743293	SF3B3
SF3B4	Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1	sp|Q15427|SF3B4_HUMAN	44 kDa	0	2	skmes_adpr.msbio	Q15427	10262	2	1	44	0.0227272727272727	2.02272727272727	89	201	SF3B4
SF3B6	Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1	sp|Q9Y3B4|SF3B6_HUMAN	15 kDa	0	3	skmes_adpr.msbio	Q9Y3B4	51639	3	1	15	0.0666666666666667	3.06666666666667	46	301	SF3B6
SGF29	SAGA-associated factor 29 OS=Homo sapiens GN=SGF29 PE=1 SV=1	sp|Q96ES7|SGF29_HUMAN	33 kDa	2	0	skmes_adpr.msbio	Q96ES7	112869	-2	-1	33	2.03030303030303	0.0303030303030303	0.0149253731343284	0.00497512437810945	SGF29
SHB	SH2 domain-containing adapter protein B OS=Homo sapiens GN=SHB PE=1 SV=2	sp|Q15464|SHB_HUMAN	55 kDa	3	0	skmes_adpr.msbio	Q15464	6461	-3	-1	55	3.01818181818182	0.0181818181818182	0.00602409638554217	0.00332225913621263	SHB
SHOC2	Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 PE=1 SV=2	sp|Q9UQ13|SHOC2_HUMAN	65 kDa	2	3	skmes_adpr.msbio	Q9UQ13	8036	1	0.333333333333333	65	2.01538461538462	3.01538461538462	1.49618320610687	1.49751243781095	SHOC2
SHROOM3	Protein Shroom3 OS=Homo sapiens GN=SHROOM3 PE=1 SV=2	sp|Q8TF72|SHRM3_HUMAN	217 kDa	2	2	skmes_adpr.msbio	Q8TF72	57619	0	0	217	2.00460829493088	2.00460829493088	1	1	SHROOM3
SIGMAR1	Sigma non-opioid intracellular receptor 1 OS=Homo sapiens GN=SIGMAR1 PE=1 SV=1	sp|Q99720|SGMR1_HUMAN	25 kDa	2	2	skmes_adpr.msbio	Q99720	10280	0	0	25	2.04	2.04	1	1	SIGMAR1
SIRT7	NAD-dependent protein deacetylase sirtuin-7 OS=Homo sapiens GN=SIRT7 PE=1 SV=1	sp|Q9NRC8|SIR7_HUMAN	45 kDa	0	4	skmes_adpr.msbio	Q9NRC8	51547	4	1	45	0.0222222222222222	4.02222222222222	181	401	SIRT7
SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	sp|P42285|SK2L2_HUMAN	118 kDa	59	51	skmes_adpr.msbio	P42285	23517	-8	-0.135593220338983	118	59.0084745762712	51.0084745762712	0.864426253051846	0.864429757668192	MTREX
SKP1	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	sp|P63208|SKP1_HUMAN	19 kDa	9	10	skmes_adpr.msbio	P63208	6500	1	0.1	19	9.05263157894737	10.0526315789474	1.11046511627907	1.11098779134295	SKP1
SLBP	Histone RNA hairpin-binding protein OS=Homo sapiens GN=SLBP PE=1 SV=1	sp|Q14493|SLBP_HUMAN	31 kDa	3	0	skmes_adpr.msbio	Q14493	7884	-3	-1	31	3.03225806451613	0.032258064516129	0.0106382978723404	0.00332225913621263	SLBP
SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	sp|P05141|ADT2_HUMAN	33 kDa	2	4	skmes_adpr.msbio	P05141	292	2	0.5	33	2.03030303030303	4.03030303030303	1.98507462686567	1.99502487562189	SLC25A5
SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	sp|P08195|4F2_HUMAN	68 kDa	14	12	skmes_adpr.msbio	P08195	6520	-2	-0.142857142857143	68	14.0147058823529	12.0147058823529	0.857292759706191	0.857244825124911	SLC3A2
SLC7A5	Large neutral amino acids transporter small subunit 1 OS=Homo sapiens GN=SLC7A5 PE=1 SV=2	sp|Q01650|LAT1_HUMAN	55 kDa	4	0	skmes_adpr.msbio	Q01650	8140	-4	-1	55	4.01818181818182	0.0181818181818182	0.00452488687782805	0.00249376558603491	SLC7A5
SLFN5	Schlafen family member 5 OS=Homo sapiens GN=SLFN5 PE=1 SV=1	sp|Q08AF3|SLFN5_HUMAN	101 kDa	2	0	skmes_adpr.msbio	Q08AF3	162394	-2	-1	101	2.00990099009901	0.0099009900990099	0.00492610837438424	0.00497512437810945	SLFN5
SLK	STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1	sp|Q9H2G2|SLK_HUMAN	143 kDa	0	2	skmes_adpr.msbio	Q9H2G2	9748	2	1	143	0.00699300699300699	2.00699300699301	287	201	SLK
SLU7	Pre-mRNA-splicing factor SLU7 OS=Homo sapiens GN=SLU7 PE=1 SV=2	sp|O95391|SLU7_HUMAN	68 kDa	29	24	skmes_adpr.msbio	O95391	10569	-5	-0.172413793103448	68	29.0147058823529	24.0147058823529	0.827673593512418	0.827645639434678	SLU7
SMAP1	Stromal membrane-associated protein 1 OS=Homo sapiens GN=SMAP1 PE=1 SV=2	sp|Q8IYB5|SMAP1_HUMAN	50 kDa	2	2	skmes_adpr.msbio	Q8IYB5	60682	0	0	50	2.02	2.02	1	1	SMAP1
SMNDC1	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens GN=SMNDC1 PE=1 SV=1	sp|O75940|SPF30_HUMAN	27 kDa	5	8	skmes_adpr.msbio	O75940	10285	3	0.375	27	5.03703703703704	8.03703703703704	1.59558823529412	1.59880239520958	SMNDC1
SMU1	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	sp|Q2TAY7|SMU1_HUMAN	58 kDa	12	10	skmes_adpr.msbio	Q2TAY7	55234	-2	-0.166666666666667	58	12.0172413793103	10.0172413793103	0.833572453371593	0.833472106577852	SMU1
SNAP29	Synaptosomal-associated protein 29 OS=Homo sapiens GN=SNAP29 PE=1 SV=1	sp|O95721|SNP29_HUMAN	29 kDa	0	3	skmes_adpr.msbio	O95721	9342	3	1	29	0.0344827586206897	3.03448275862069	88	301	SNAP29
SNAPC1	snRNA-activating protein complex subunit 1 OS=Homo sapiens GN=SNAPC1 PE=1 SV=1	sp|Q16533|SNPC1_HUMAN	43 kDa	4	0	skmes_adpr.msbio	Q16533	6617	-4	-1	43	4.02325581395349	0.0232558139534884	0.00578034682080925	0.00249376558603491	SNAPC1
SNIP1	Smad nuclear-interacting protein 1 OS=Homo sapiens GN=SNIP1 PE=1 SV=1	sp|Q8TAD8|SNIP1_HUMAN	46 kDa	6	2	skmes_adpr.msbio	Q8TAD8	79753	-4	-0.666666666666667	46	6.02173913043478	2.02173913043478	0.335740072202166	0.334442595673877	SNIP1
SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	sp|O75643|U520_HUMAN	245 kDa	55	39	skmes_adpr.msbio	O75643	23020	-16	-0.290909090909091	245	55.0040816326531	39.0040816326531	0.7091124962897	0.709143792037811	SNRNP200
SNRPB2	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1	sp|P08579|RU2B_HUMAN	25 kDa	2	3	skmes_adpr.msbio	P08579	6629	1	0.333333333333333	25	2.04	3.04	1.49019607843137	1.49751243781095	SNRPB2
SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	sp|P62314|SMD1_HUMAN	13 kDa	0	2	skmes_adpr.msbio	P62314	6632	2	1	13	0.0769230769230769	2.07692307692308	27	201	SNRPD1
SNRPD2	Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1	sp|P62316|SMD2_HUMAN	14 kDa	3	13	skmes_adpr.msbio	P62316	6633	10	0.769230769230769	14	3.07142857142857	13.0714285714286	4.25581395348837	4.32225913621263	SNRPD2
SNRPD3	Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	sp|P62318|SMD3_HUMAN	14 kDa	2	2	skmes_adpr.msbio	P62318	6634	0	0	14	2.07142857142857	2.07142857142857	1	1	SNRPD3
SNTB2	Beta-2-syntrophin OS=Homo sapiens GN=SNTB2 PE=1 SV=1	sp|Q13425|SNTB2_HUMAN	58 kDa	2	0	skmes_adpr.msbio	Q13425	6645	-2	-1	58	2.01724137931034	0.0172413793103448	0.00854700854700855	0.00497512437810945	SNTB2
SNU13	NHP2-like protein 1 OS=Homo sapiens GN=SNU13 PE=1 SV=3	sp|P55769|NH2L1_HUMAN	14 kDa	4	3	skmes_adpr.msbio	P55769	4809	-1	-0.25	14	4.07142857142857	3.07142857142857	0.754385964912281	0.750623441396509	SNU13
SNW1	SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1	sp|Q13573|SNW1_HUMAN	61 kDa	107	89	skmes_adpr.msbio	Q13573	22938	-18	-0.168224299065421	61	107.016393442623	89.016393442623	0.831801470588235	0.83179142136249	SNW1
SNX3	Sorting nexin-3 OS=Homo sapiens GN=SNX3 PE=1 SV=3	sp|O60493|SNX3_HUMAN	19 kDa	0	6	skmes_adpr.msbio	O60493	8724	6	1	19	0.0526315789473684	6.05263157894737	115	601	SNX3
SOGA1	Protein SOGA1 OS=Homo sapiens GN=SOGA1 PE=1 SV=2	sp|O94964|SOGA1_HUMAN	160 kDa	15	8	skmes_adpr.msbio	O94964	140710	-7	-0.466666666666667	160	15.00625	8.00625	0.533527696793003	0.533644237175216	SOGA1
SPAG9	C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4	sp|O60271|JIP4_HUMAN	146 kDa	0	2	skmes_adpr.msbio	O60271	9043	2	1	146	0.00684931506849315	2.00684931506849	293	201	SPAG9
SPAST	Spastin OS=Homo sapiens GN=SPAST PE=1 SV=1	sp|Q9UBP0|SPAST_HUMAN	67 kDa	4	4	skmes_adpr.msbio	Q9UBP0	6683	0	0	67	4.01492537313433	4.01492537313433	1	1	SPAST
SPATS2L	SPATS2-like protein OS=Homo sapiens GN=SPATS2L PE=1 SV=2	sp|Q9NUQ6|SPS2L_HUMAN	62 kDa	11	18	skmes_adpr.msbio	Q9NUQ6	26010	7	0.388888888888889	62	11.0161290322581	18.0161290322581	1.63543191800878	1.63578564940963	SPATS2L
SPECC1L	Cytospin-A OS=Homo sapiens GN=SPECC1L PE=1 SV=2	sp|Q69YQ0|CYTSA_HUMAN	125 kDa	8	5	skmes_adpr.msbio	Q69YQ0	23384	-3	-0.375	125	8.008	5.008	0.625374625374625	0.625468164794007	SPECC1L
SPICE1	Spindle and centriole-associated protein 1 OS=Homo sapiens GN=SPICE1 PE=1 SV=1	sp|Q8N0Z3|SPICE_HUMAN	96 kDa	2	2	skmes_adpr.msbio	Q8N0Z3	152185	0	0	96	2.01041666666667	2.01041666666667	1	1	SPICE1
SPOCK1	Testican-1 OS=Homo sapiens GN=SPOCK1 PE=1 SV=1	sp|Q08629|TICN1_HUMAN	49 kDa	3	0	skmes_adpr.msbio	Q08629	6695	-3	-1	49	3.02040816326531	0.0204081632653061	0.00675675675675676	0.00332225913621263	SPOCK1
SPRR1B	Cornifin-B OS=Homo sapiens GN=SPRR1B PE=1 SV=2	sp|P22528|SPR1B_HUMAN (+1)	10 kDa	3	9	skmes_adpr.msbio	P22528	6699	6	0.666666666666667	10	3.1	9.1	2.93548387096774	2.99335548172757	SPRR1B
SPRR2E	Small proline-rich protein 2E OS=Homo sapiens GN=SPRR2E PE=2 SV=2	sp|P22531|SPR2E_HUMAN	8 kDa	5	8	skmes_adpr.msbio	P22531	6704	3	0.375	8	5.125	8.125	1.58536585365854	1.59880239520958	SPRR2E
SPTAN1	Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3	sp|Q13813|SPTN1_HUMAN	285 kDa	58	81	skmes_adpr.msbio	Q13813	6709	23	0.283950617283951	285	58.0035087719298	81.0035087719298	1.39652773576916	1.39648336493708	SPTAN1
SPTBN1	Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2	sp|Q01082|SPTB2_HUMAN	275 kDa	68	83	skmes_adpr.msbio	Q01082	6711	15	0.180722891566265	275	68.0036363636364	83.0036363636364	1.22057643976258	1.22055580061756	SPTBN1
SPTLC1	Serine palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1	sp|O15269|SPTC1_HUMAN	53 kDa	0	2	skmes_adpr.msbio	O15269	10558	2	1	53	0.0188679245283019	2.0188679245283	107	201	SPTLC1
SQOR	Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens GN=SQOR PE=1 SV=1	sp|Q9Y6N5|SQOR_HUMAN	50 kDa	13	19	skmes_adpr.msbio	Q9Y6N5	58472	6	0.315789473684211	50	13.02	19.02	1.46082949308756	1.46118370484243	SQOR
SQSTM1	Sequestosome-1 OS=Homo sapiens GN=SQSTM1 PE=1 SV=1	sp|Q13501|SQSTM_HUMAN	48 kDa	8	0	skmes_adpr.msbio	Q13501	8878	-8	-1	48	8.02083333333333	0.0208333333333333	0.0025974025974026	0.00124843945068664	SQSTM1
SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens GN=SRGAP2 PE=1 SV=3	sp|O75044|SRGP2_HUMAN	121 kDa	0	2	skmes_adpr.msbio	O75044	23380	2	1	121	0.00826446280991736	2.00826446280992	243	201	SRGAP2
SRP14	Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	sp|P37108|SRP14_HUMAN	15 kDa	13	14	skmes_adpr.msbio	P37108	6727	1	0.0714285714285714	15	13.0666666666667	14.0666666666667	1.0765306122449	1.07686395080707	SRP14
SRP54	Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 PE=1 SV=1	sp|P61011|SRP54_HUMAN	56 kDa	5	12	skmes_adpr.msbio	P61011	6729	7	0.583333333333333	56	5.01785714285714	12.0178571428571	2.39501779359431	2.39720558882236	SRP54
SRP68	Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2	sp|Q9UHB9|SRP68_HUMAN	71 kDa	27	23	skmes_adpr.msbio	Q9UHB9	6730	-4	-0.148148148148148	71	27.0140845070423	23.0140845070423	0.851929092805005	0.85190670122177	SRP68
SRP72	Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3	sp|O76094|SRP72_HUMAN	75 kDa	28	20	skmes_adpr.msbio	O76094	6731	-8	-0.285714285714286	75	28.0133333333333	20.0133333333333	0.7144217039505	0.714387718671903	SRP72
SRP9	Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2	sp|P49458|SRP09_HUMAN	10 kDa	2	0	skmes_adpr.msbio	P49458	6726	-2	-1	10	2.1	0.1	0.0476190476190476	0.00497512437810945	SRP9
SRSF2	Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4	sp|Q01130|SRSF2_HUMAN	25 kDa	0	5	skmes_adpr.msbio	Q01130	6427	5	1	25	0.04	5.04	126	501	SRSF2
SSB	Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2	sp|P05455|LA_HUMAN	47 kDa	0	3	skmes_adpr.msbio	P05455	6741	3	1	47	0.0212765957446809	3.02127659574468	142	301	SSB
ST13	Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2	sp|P50502|F10A1_HUMAN	41 kDa	5	8	skmes_adpr.msbio	P50502	6767	3	0.375	41	5.02439024390244	8.02439024390244	1.59708737864078	1.59880239520958	ST13
STC2	Stanniocalcin-2 OS=Homo sapiens GN=STC2 PE=1 SV=1	sp|O76061|STC2_HUMAN	33 kDa	0	2	skmes_adpr.msbio	O76061	8614	2	1	33	0.0303030303030303	2.03030303030303	67	201	STC2
STIM2	Stromal interaction molecule 2 OS=Homo sapiens GN=STIM2 PE=1 SV=2	sp|Q9P246|STIM2_HUMAN	84 kDa	4	4	skmes_adpr.msbio	Q9P246	57620	0	0	84	4.01190476190476	4.01190476190476	1	1	STIM2
STK3	Serine/threonine-protein kinase 3 OS=Homo sapiens GN=STK3 PE=1 SV=2	sp|Q13188|STK3_HUMAN	56 kDa	2	0	skmes_adpr.msbio	Q13188	6788	-2	-1	56	2.01785714285714	0.0178571428571429	0.00884955752212389	0.00497512437810945	STK3
STMN1	Stathmin OS=Homo sapiens GN=STMN1 PE=1 SV=3	sp|P16949|STMN1_HUMAN	17 kDa	0	4	skmes_adpr.msbio	P16949	3925	4	1	17	0.0588235294117647	4.05882352941176	69	401	STMN1
STX4	Syntaxin-4 OS=Homo sapiens GN=STX4 PE=1 SV=2	sp|Q12846|STX4_HUMAN	34 kDa	3	2	skmes_adpr.msbio	Q12846	6810	-1	-0.333333333333333	34	3.02941176470588	2.02941176470588	0.669902912621359	0.667774086378737	STX4
SUB1	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	sp|P53999|TCP4_HUMAN	14 kDa	67	69	skmes_adpr.msbio	P53999	10923	2	0.0289855072463768	14	67.0714285714286	69.0714285714286	1.02981895633653	1.02984629159827	SUB1
SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4	sp|P53597|SUCA_HUMAN	36 kDa	8	4	skmes_adpr.msbio	P53597	8802	-4	-0.5	36	8.02777777777778	4.02777777777778	0.501730103806228	0.500624219725343	SUCLG1
SUGT1	Protein SGT1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3	sp|Q9Y2Z0|SGT1_HUMAN	41 kDa	4	3	skmes_adpr.msbio	Q9Y2Z0	10910	-1	-0.25	41	4.02439024390244	3.02439024390244	0.751515151515151	0.750623441396509	SUGT1
SUMO2	Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 PE=1 SV=3	sp|P61956|SUMO2_HUMAN	11 kDa	6	5	skmes_adpr.msbio	P61956	6613	-1	-0.166666666666667	11	6.09090909090909	5.09090909090909	0.835820895522388	0.833610648918469	SUMO2
SUPT16H	FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1	sp|Q9Y5B9|SP16H_HUMAN	120 kDa	73	66	skmes_adpr.msbio	Q9Y5B9	11198	-7	-0.0958904109589041	120	73.0083333333333	66.0083333333333	0.904120534185595	0.904122722914669	SUPT16H
SUPT6H	Transcription elongation factor SPT6 OS=Homo sapiens GN=SUPT6H PE=1 SV=2	sp|Q7KZ85|SPT6H_HUMAN	199 kDa	2	0	skmes_adpr.msbio	Q7KZ85	6830	-2	-1	199	2.00502512562814	0.0050251256281407	0.0025062656641604	0.00497512437810945	SUPT6H
SYF2	Pre-mRNA-splicing factor SYF2 OS=Homo sapiens GN=SYF2 PE=1 SV=1	sp|O95926|SYF2_HUMAN	29 kDa	9	7	skmes_adpr.msbio	O95926	25949	-2	-0.222222222222222	29	9.03448275862069	7.03448275862069	0.778625954198473	0.778024417314095	SYF2
SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	sp|O60506|HNRPQ_HUMAN	70 kDa	0	4	skmes_adpr.msbio	O60506	10492	4	1	70	0.0142857142857143	4.01428571428571	281	401	SYNCRIP
SYNE1	Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=4	sp|Q8NF91|SYNE1_HUMAN	1011 kDa	2	0	skmes_adpr.msbio	Q8NF91	23345	-2	-1	1011	2.00098911968348	0.000989119683481701	0.000494315373208107	0.00497512437810945	SYNE1
TACO1	Translational activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1	sp|Q9BSH4|TACO1_HUMAN	32 kDa	15	10	skmes_adpr.msbio	Q9BSH4	51204	-5	-0.333333333333333	32	15.03125	10.03125	0.667359667359667	0.66688874083944	TACO1
TADA3	Transcriptional adapter 3 OS=Homo sapiens GN=TADA3 PE=1 SV=1	sp|O75528|TADA3_HUMAN	49 kDa	2	5	skmes_adpr.msbio	O75528	10474	3	0.6	49	2.02040816326531	5.02040816326531	2.48484848484848	2.49253731343284	TADA3
