genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.Dox_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
RPS26	40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3	sp|P62854|RS26_HUMAN (+1)	13 kDa	3	4	skmes_dox.adpr.msbio	P62854	6231	1	0.25	13	3.07692307692308	4.07692307692308	1.325	1.33222591362126	RPS26
RPS27	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	sp|P42677|RS27_HUMAN	9 kDa	17	19	skmes_dox.adpr.msbio	P42677	6232	2	0.105263157894737	9	17.1111111111111	19.1111111111111	1.11688311688312	1.11757789535567	RPS27
RPS27L	40S ribosomal protein S27-like OS=Homo sapiens GN=RPS27L PE=1 SV=3	sp|Q71UM5|RS27L_HUMAN	9 kDa	11	12	skmes_dox.adpr.msbio	Q71UM5	51065	1	0.0833333333333333	9	11.1111111111111	12.1111111111111	1.09	1.09082652134423	RPS27L
RPS28	40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1	sp|P62857|RS28_HUMAN	8 kDa	2	2	skmes_dox.adpr.msbio	P62857	6234	0	0	8	2.125	2.125	1	1	RPS28
RPS29	40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=2	sp|P62273|RS29_HUMAN	7 kDa	3	5	skmes_dox.adpr.msbio	P62273	6235	2	0.4	7	3.14285714285714	5.14285714285714	1.63636363636364	1.66445182724253	RPS29
RPS3	40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2	sp|P23396|RS3_HUMAN	27 kDa	22	25	skmes_dox.adpr.msbio	P23396	6188	3	0.12	27	22.037037037037	25.037037037037	1.13613445378151	1.13630168105407	RPS3
RPS3A	40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2	sp|P61247|RS3A_HUMAN	30 kDa	11	7	skmes_dox.adpr.msbio	P61247	6189	-4	-0.363636363636364	30	11.0333333333333	7.03333333333333	0.637462235649547	0.63669391462307	RPS3A
RPS4X	40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2	sp|P62701|RS4X_HUMAN	30 kDa	14	19	skmes_dox.adpr.msbio	P62701	6191	5	0.263157894736842	30	14.0333333333333	19.0333333333333	1.3562945368171	1.35688793718772	RPS4X
RPS5	40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4	sp|P46782|RS5_HUMAN	23 kDa	16	22	skmes_dox.adpr.msbio	P46782	6193	6	0.272727272727273	23	16.0434782608696	22.0434782608696	1.3739837398374	1.37476577139288	RPS5
RPS7	40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1	sp|P62081|RS7_HUMAN	22 kDa	36	48	skmes_dox.adpr.msbio	P62081	6201	12	0.25	22	36.0454545454545	48.0454545454545	1.33291298865069	1.33324076645376	RPS7
RPS8	40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2	sp|P62241|RS8_HUMAN	24 kDa	2	2	skmes_dox.adpr.msbio	P62241	6202	0	0	24	2.04166666666667	2.04166666666667	1	1	RPS8
RTFDC1	Protein RTF2 homolog OS=Homo sapiens GN=RTFDC1 PE=1 SV=3	sp|Q9BY42|RTF2_HUMAN	34 kDa	7	14	skmes_dox.adpr.msbio	Q9BY42	51507	7	0.5	34	7.02941176470588	14.0294117647059	1.99581589958159	1.99857346647646	RTF2
RTN4	Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2	sp|Q9NQC3|RTN4_HUMAN	130 kDa	3	5	skmes_dox.adpr.msbio	Q9NQC3	57142	2	0.4	130	3.00769230769231	5.00769230769231	1.66496163682864	1.66445182724253	RTN4
RUVBL2	RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3	sp|Q9Y230|RUVB2_HUMAN	51 kDa	2	0	skmes_dox.adpr.msbio	Q9Y230	10856	-2	-1	51	2.01960784313725	0.0196078431372549	0.00970873786407767	0.00497512437810945	RUVBL2
S100A10	Protein S100-A10 OS=Homo sapiens GN=S100A10 PE=1 SV=2	sp|P60903|S10AA_HUMAN	11 kDa	0	3	skmes_dox.adpr.msbio	P60903	6281	3	1	11	0.0909090909090909	3.09090909090909	34	301	S100A10
S100A11	Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2	sp|P31949|S10AB_HUMAN	12 kDa	0	3	skmes_dox.adpr.msbio	P31949	6282	3	1	12	0.0833333333333333	3.08333333333333	37	301	S100A11
S100A13	Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1	sp|Q99584|S10AD_HUMAN	11 kDa	3	3	skmes_dox.adpr.msbio	Q99584	6284	0	0	11	3.09090909090909	3.09090909090909	1	1	S100A13
S100A14	Protein S100-A14 OS=Homo sapiens GN=S100A14 PE=1 SV=1	sp|Q9HCY8|S10AE_HUMAN	12 kDa	4	4	skmes_dox.adpr.msbio	Q9HCY8	57402	0	0	12	4.08333333333333	4.08333333333333	1	1	S100A14
S100A16	Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1	sp|Q96FQ6|S10AG_HUMAN	12 kDa	12	15	skmes_dox.adpr.msbio	Q96FQ6	140576	3	0.2	12	12.0833333333333	15.0833333333333	1.24827586206897	1.24979184013322	S100A16
S100A7	Protein S100-A7 OS=Homo sapiens GN=S100A7 PE=1 SV=4	sp|P31151|S10A7_HUMAN	11 kDa	10	0	skmes_dox.adpr.msbio	P31151	6278	-10	-1	11	10.0909090909091	0.0909090909090909	0.00900900900900901	0.000999000999000999	S100A7
S100A8	Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1	sp|P05109|S10A8_HUMAN	11 kDa	14	8	skmes_dox.adpr.msbio	P05109	6279	-6	-0.428571428571429	11	14.0909090909091	8.09090909090909	0.574193548387097	0.571734475374732	S100A8
S100A9	Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1	sp|P06702|S10A9_HUMAN	13 kDa	10	7	skmes_dox.adpr.msbio	P06702	6280	-3	-0.3	13	10.0769230769231	7.07692307692308	0.702290076335878	0.7002997002997	S100A9
SAP18	Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	sp|O00422|SAP18_HUMAN	18 kDa	0	2	skmes_dox.adpr.msbio	O00422	10284	2	1	18	0.0555555555555556	2.05555555555556	37	201	SAP18
SAP30BP	SAP30-binding protein OS=Homo sapiens GN=SAP30BP PE=1 SV=1	sp|Q9UHR5|S30BP_HUMAN	34 kDa	7	6	skmes_dox.adpr.msbio	Q9UHR5	29115	-1	-0.142857142857143	34	7.02941176470588	6.02941176470588	0.857740585774059	0.85734664764622	SAP30BP
SAR1A	GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1	sp|Q9NR31|SAR1A_HUMAN	22 kDa	5	5	skmes_dox.adpr.msbio	Q9NR31	56681	0	0	22	5.04545454545455	5.04545454545455	1	1	SAR1A
SART1	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	sp|O43290|SNUT1_HUMAN	90 kDa	54	64	skmes_dox.adpr.msbio	O43290	9092	10	0.15625	90	54.0111111111111	64.0111111111111	1.18514708907632	1.18515089798186	SART1
SART3	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1	sp|Q15020|SART3_HUMAN	110 kDa	0	5	skmes_dox.adpr.msbio	Q15020	9733	5	1	110	0.00909090909090909	5.00909090909091	551	501	SART3
SBDS	Ribosome maturation protein SBDS OS=Homo sapiens GN=SBDS PE=1 SV=4	sp|Q9Y3A5|SBDS_HUMAN	29 kDa	19	29	skmes_dox.adpr.msbio	Q9Y3A5	51119	10	0.344827586206897	29	19.0344827586207	29.0344827586207	1.52536231884058	1.52603892688059	SBDS
SBSN	Suprabasin OS=Homo sapiens GN=SBSN PE=1 SV=2	sp|Q6UWP8|SBSN_HUMAN	61 kDa	2	2	skmes_dox.adpr.msbio	Q6UWP8	374897	0	0	61	2.01639344262295	2.01639344262295	1	1	SBSN
SCFD1	Sec1 family domain-containing protein 1 OS=Homo sapiens GN=SCFD1 PE=1 SV=4	sp|Q8WVM8|SCFD1_HUMAN	72 kDa	2	0	skmes_dox.adpr.msbio	Q8WVM8	23256	-2	-1	72	2.01388888888889	0.0138888888888889	0.00689655172413793	0.00497512437810945	SCFD1
SCNM1	Sodium channel modifier 1 OS=Homo sapiens GN=SCNM1 PE=1 SV=1	sp|Q9BWG6|SCNM1_HUMAN	26 kDa	2	0	skmes_dox.adpr.msbio	Q9BWG6	79005	-2	-1	26	2.03846153846154	0.0384615384615385	0.0188679245283019	0.00497512437810945	SCNM1
SCP2	Non-specific lipid-transfer protein OS=Homo sapiens GN=SCP2 PE=1 SV=2	sp|P22307|NLTP_HUMAN	59 kDa	10	7	skmes_dox.adpr.msbio	P22307	6342	-3	-0.3	59	10.0169491525424	7.01694915254237	0.700507614213198	0.7002997002997	SCP2
SCYL1	N-terminal kinase-like protein OS=Homo sapiens GN=SCYL1 PE=1 SV=1	sp|Q96KG9|SCYL1_HUMAN	90 kDa	3	0	skmes_dox.adpr.msbio	Q96KG9	57410	-3	-1	90	3.01111111111111	0.0111111111111111	0.003690036900369	0.00332225913621263	SCYL1
SDR9C7	Short-chain dehydrogenase/reductase family 9C member 7 OS=Homo sapiens GN=SDR9C7 PE=1 SV=1	sp|Q8NEX9|DR9C7_HUMAN	35 kDa	0	2	skmes_dox.adpr.msbio	Q8NEX9	121214	2	1	35	0.0285714285714286	2.02857142857143	71	201	SDR9C7
SEC22B	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4	sp|O75396|SC22B_HUMAN	25 kDa	4	7	skmes_dox.adpr.msbio	O75396	9554	3	0.428571428571429	25	4.04	7.04	1.74257425742574	1.74812967581047	SEC22B
SEC23IP	SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1	sp|Q9Y6Y8|S23IP_HUMAN	111 kDa	0	2	skmes_dox.adpr.msbio	Q9Y6Y8	11196	2	1	111	0.00900900900900901	2.00900900900901	223	201	SEC23IP
SEC31A	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	sp|O94979|SC31A_HUMAN	133 kDa	7	6	skmes_dox.adpr.msbio	O94979	22872	-1	-0.142857142857143	133	7.00751879699248	6.00751879699248	0.857296137339056	0.85734664764622	SEC31A
SELENOH	Selenoprotein H OS=Homo sapiens GN=SELENOH PE=1 SV=2	sp|Q8IZQ5|SELH_HUMAN	13 kDa	15	16	skmes_dox.adpr.msbio	Q8IZQ5	280636	1	0.0625	13	15.0769230769231	16.0769230769231	1.06632653061224	1.06662225183211	SELENOH
SEPT11	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3	sp|Q9NVA2|SEP11_HUMAN	49 kDa	0	3	skmes_dox.adpr.msbio	Q9NVA2	55752	3	1	49	0.0204081632653061	3.02040816326531	148	301	SEPTIN11
SEPT2	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	sp|Q15019|SEPT2_HUMAN	41 kDa	0	4	skmes_dox.adpr.msbio	Q15019	4735	4	1	41	0.024390243902439	4.02439024390244	165	401	SEPTIN6
SEPT7	Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2	sp|Q16181|SEPT7_HUMAN	51 kDa	3	4	skmes_dox.adpr.msbio	Q16181	989	1	0.25	51	3.01960784313725	4.01960784313725	1.33116883116883	1.33222591362126	SEPTIN7
SEPT9	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	sp|Q9UHD8|SEPT9_HUMAN	65 kDa	9	8	skmes_dox.adpr.msbio	Q9UHD8	10801	-1	-0.111111111111111	65	9.01538461538462	8.01538461538462	0.889078498293515	0.889012208657048	SEPTIN9
SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	sp|Q8NC51|PAIRB_HUMAN	45 kDa	2	0	skmes_dox.adpr.msbio	Q8NC51	26135	-2	-1	45	2.02222222222222	0.0222222222222222	0.010989010989011	0.00497512437810945	SERBP1
SERF2	Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=1 SV=1	sp|P84101|SERF2_HUMAN	7 kDa	5	5	skmes_dox.adpr.msbio	P84101	10169	0	0	7	5.14285714285714	5.14285714285714	1	1	SERF2
SERPINB12	Serpin B12 OS=Homo sapiens GN=SERPINB12 PE=1 SV=1	sp|Q96P63|SPB12_HUMAN	46 kDa	11	9	skmes_dox.adpr.msbio	Q96P63	89777	-2	-0.181818181818182	46	11.0217391304348	9.02173913043478	0.818540433925049	0.818346957311535	SERPINB12
SERPINB13	Serpin B13 OS=Homo sapiens GN=SERPINB13 PE=1 SV=2	sp|Q9UIV8|SPB13_HUMAN	44 kDa	0	6	skmes_dox.adpr.msbio	Q9UIV8	5275	6	1	44	0.0227272727272727	6.02272727272727	265	601	SERPINB13
SERPINB3	Serpin B3 OS=Homo sapiens GN=SERPINB3 PE=1 SV=2	sp|P29508|SPB3_HUMAN	45 kDa	0	5	skmes_dox.adpr.msbio	P29508	6317	5	1	45	0.0222222222222222	5.02222222222222	226	501	SERPINB3
SERPINB5	Serpin B5 OS=Homo sapiens GN=SERPINB5 PE=1 SV=2	sp|P36952|SPB5_HUMAN	42 kDa	0	8	skmes_dox.adpr.msbio	P36952	5268	8	1	42	0.0238095238095238	8.02380952380952	337	801	SERPINB5
SERPINH1	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	sp|P50454|SERPH_HUMAN	46 kDa	14	13	skmes_dox.adpr.msbio	P50454	871	-1	-0.0714285714285714	46	14.0217391304348	13.0217391304348	0.928682170542636	0.928622412562455	SERPINH1
SF1	Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4	sp|Q15637|SF01_HUMAN	68 kDa	8	5	skmes_dox.adpr.msbio	Q15637	7536	-3	-0.375	68	8.01470588235294	5.01470588235294	0.625688073394495	0.625468164794007	SF1
SF3A1	Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	sp|Q15459|SF3A1_HUMAN	89 kDa	30	49	skmes_dox.adpr.msbio	Q15459	10291	19	0.387755102040816	89	30.0112359550562	49.0112359550562	1.6330962186447	1.63312229256914	SF3A1
SF3A2	Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2	sp|Q15428|SF3A2_HUMAN	49 kDa	6	9	skmes_dox.adpr.msbio	Q15428	8175	3	0.333333333333333	49	6.02040816326531	9.02040816326531	1.49830508474576	1.49916805324459	SF3A2
SF3A3	Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1	sp|Q12874|SF3A3_HUMAN	59 kDa	10	15	skmes_dox.adpr.msbio	Q12874	10946	5	0.333333333333333	59	10.0169491525424	15.0169491525424	1.49915397631134	1.4995004995005	SF3A3
SF3B1	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	sp|O75533|SF3B1_HUMAN	146 kDa	83	121	skmes_dox.adpr.msbio	O75533	23451	38	0.31404958677686	146	83.0068493150685	121.006849315068	1.45779354732239	1.4577761715456	SF3B1
SF3B2	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	sp|Q13435|SF3B2_HUMAN	100 kDa	40	52	skmes_dox.adpr.msbio	Q13435	10992	12	0.230769230769231	100	40.01	52.01	1.29992501874531	1.29992501874531	SF3B2
SF3B3	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4	sp|Q15393|SF3B3_HUMAN	136 kDa	105	134	skmes_dox.adpr.msbio	Q15393	23450	29	0.216417910447761	136	105.007352941176	134.007352941176	1.27617113647504	1.27616417484049	SF3B3
SF3B4	Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1	sp|Q15427|SF3B4_HUMAN	44 kDa	3	5	skmes_dox.adpr.msbio	Q15427	10262	2	0.4	44	3.02272727272727	5.02272727272727	1.66165413533835	1.66445182724253	SF3B4
SF3B5	Splicing factor 3B subunit 5 OS=Homo sapiens GN=SF3B5 PE=1 SV=1	sp|Q9BWJ5|SF3B5_HUMAN	10 kDa	3	6	skmes_dox.adpr.msbio	Q9BWJ5	83443	3	0.5	10	3.1	6.1	1.96774193548387	1.99667774086379	SF3B5
SF3B6	Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1	sp|Q9Y3B4|SF3B6_HUMAN	15 kDa	11	14	skmes_dox.adpr.msbio	Q9Y3B4	51639	3	0.214285714285714	15	11.0666666666667	14.0666666666667	1.2710843373494	1.2724795640327	SF3B6
SHOC2	Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 PE=1 SV=2	sp|Q9UQ13|SHOC2_HUMAN	65 kDa	5	6	skmes_dox.adpr.msbio	Q9UQ13	8036	1	0.166666666666667	65	5.01538461538462	6.01538461538462	1.19938650306748	1.19960079840319	SHOC2
SHROOM3	Protein Shroom3 OS=Homo sapiens GN=SHROOM3 PE=1 SV=2	sp|Q8TF72|SHRM3_HUMAN	217 kDa	2	0	skmes_dox.adpr.msbio	Q8TF72	57619	-2	-1	217	2.00460829493088	0.00460829493087558	0.00229885057471264	0.00497512437810945	SHROOM3
SIN3A	Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2	sp|Q96ST3|SIN3A_HUMAN	145 kDa	2	0	skmes_dox.adpr.msbio	Q96ST3	25942	-2	-1	145	2.00689655172414	0.00689655172413793	0.00343642611683849	0.00497512437810945	SIN3A
SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	sp|P42285|SK2L2_HUMAN	118 kDa	64	74	skmes_dox.adpr.msbio	P42285	23517	10	0.135135135135135	118	64.0084745762712	74.0084745762712	1.15622931285582	1.1562255897516	MTREX
SKP1	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	sp|P63208|SKP1_HUMAN	19 kDa	0	2	skmes_dox.adpr.msbio	P63208	6500	2	1	19	0.0526315789473684	2.05263157894737	39	201	SKP1
SLC25A5	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	sp|P05141|ADT2_HUMAN (+2)	33 kDa	4	4	skmes_dox.adpr.msbio	P05141	292	0	0	33	4.03030303030303	4.03030303030303	1	1	SLC25A5
SLC3A2	4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3	sp|P08195|4F2_HUMAN	68 kDa	0	4	skmes_dox.adpr.msbio	P08195	6520	4	1	68	0.0147058823529412	4.01470588235294	273	401	SLC3A2
SLFN11	Schlafen family member 11 OS=Homo sapiens GN=SLFN11 PE=1 SV=2	sp|Q7Z7L1|SLN11_HUMAN	103 kDa	4	12	skmes_dox.adpr.msbio	Q7Z7L1	91607	8	0.666666666666667	103	4.00970873786408	12.0097087378641	2.99515738498789	2.99501246882793	SLFN11
SLFN5	Schlafen family member 5 OS=Homo sapiens GN=SLFN5 PE=1 SV=1	sp|Q08AF3|SLFN5_HUMAN	101 kDa	5	6	skmes_dox.adpr.msbio	Q08AF3	162394	1	0.166666666666667	101	5.00990099009901	6.00990099009901	1.199604743083	1.19960079840319	SLFN5
SLU7	Pre-mRNA-splicing factor SLU7 OS=Homo sapiens GN=SLU7 PE=1 SV=2	sp|O95391|SLU7_HUMAN	68 kDa	16	15	skmes_dox.adpr.msbio	O95391	10569	-1	-0.0625	68	16.0147058823529	15.0147058823529	0.937557392102847	0.937539038101187	SLU7
SMC2	Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	sp|O95347|SMC2_HUMAN	136 kDa	4	0	skmes_dox.adpr.msbio	O95347	10592	-4	-1	136	4.00735294117647	0.00735294117647059	0.0018348623853211	0.00249376558603491	SMC2
SMC4	Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2	sp|Q9NTJ3|SMC4_HUMAN	147 kDa	2	2	skmes_dox.adpr.msbio	Q9NTJ3	10051	0	0	147	2.00680272108844	2.00680272108844	1	1	SMC4
SMG6	Telomerase-binding protein EST1A OS=Homo sapiens GN=SMG6 PE=1 SV=2	sp|Q86US8|EST1A_HUMAN	160 kDa	3	4	skmes_dox.adpr.msbio	Q86US8	23293	1	0.25	160	3.00625	4.00625	1.33264033264033	1.33222591362126	SMG6
SMNDC1	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens GN=SMNDC1 PE=1 SV=1	sp|O75940|SPF30_HUMAN	27 kDa	11	8	skmes_dox.adpr.msbio	O75940	10285	-3	-0.272727272727273	27	11.037037037037	8.03703703703704	0.728187919463087	0.727520435967302	SMNDC1
SMU1	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	sp|Q2TAY7|SMU1_HUMAN	58 kDa	2	0	skmes_dox.adpr.msbio	Q2TAY7	55234	-2	-1	58	2.01724137931034	0.0172413793103448	0.00854700854700855	0.00497512437810945	SMU1
SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	sp|O75643|U520_HUMAN	245 kDa	102	150	skmes_dox.adpr.msbio	O75643	23020	48	0.32	245	102.004081632653	150.004081632653	1.47056940498579	1.47054210371532	SNRNP200
SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1	sp|Q96DI7|SNR40_HUMAN	39 kDa	0	3	skmes_dox.adpr.msbio	Q96DI7	9410	3	1	39	0.0256410256410256	3.02564102564103	118	301	SNRNP40
SNRPA	U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3	sp|P09012|SNRPA_HUMAN	31 kDa	0	4	skmes_dox.adpr.msbio	P09012	6626	4	1	31	0.032258064516129	4.03225806451613	125	401	SNRPA
SNRPA1	U2 small nuclear ribonucleoprotein A' OS=Homo sapiens GN=SNRPA1 PE=1 SV=2	sp|P09661|RU2A_HUMAN	28 kDa	9	17	skmes_dox.adpr.msbio	P09661	6627	8	0.470588235294118	28	9.03571428571429	17.0357142857143	1.88537549407115	1.88790233074362	SNRPA1
SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2	sp|P14678|RSMB_HUMAN	25 kDa	9	12	skmes_dox.adpr.msbio	P14678	6628	3	0.25	25	9.04	12.04	1.33185840707965	1.33296337402886	SNRPB
SNRPB2	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1	sp|P08579|RU2B_HUMAN	25 kDa	11	15	skmes_dox.adpr.msbio	P08579	6629	4	0.266666666666667	25	11.04	15.04	1.36231884057971	1.36330608537693	SNRPB2
SNRPD1	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	sp|P62314|SMD1_HUMAN	13 kDa	9	13	skmes_dox.adpr.msbio	P62314	6632	4	0.307692307692308	13	9.07692307692308	13.0769230769231	1.44067796610169	1.44395116537181	SNRPD1
SNRPD2	Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1	sp|P62316|SMD2_HUMAN	14 kDa	14	17	skmes_dox.adpr.msbio	P62316	6633	3	0.176470588235294	14	14.0714285714286	17.0714285714286	1.21319796954315	1.21413276231263	SNRPD2
SNRPD3	Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	sp|P62318|SMD3_HUMAN	14 kDa	8	11	skmes_dox.adpr.msbio	P62318	6634	3	0.272727272727273	14	8.07142857142857	11.0714285714286	1.3716814159292	1.37453183520599	SNRPD3
SNRPE	Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1	sp|P62304|RUXE_HUMAN	11 kDa	4	3	skmes_dox.adpr.msbio	P62304	6635	-1	-0.25	11	4.09090909090909	3.09090909090909	0.755555555555556	0.750623441396509	SNRPE
SNRPG	Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1	sp|P62308|RUXG_HUMAN	8 kDa	0	4	skmes_dox.adpr.msbio	P62308	6637	4	1	8	0.125	4.125	33	401	SNRPG
SNW1	SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1	sp|Q13573|SNW1_HUMAN	61 kDa	61	55	skmes_dox.adpr.msbio	Q13573	22938	-6	-0.0983606557377049	61	61.0163934426229	55.0163934426229	0.901665771090811	0.901655466316997	SNW1
SPATS2L	SPATS2-like protein OS=Homo sapiens GN=SPATS2L PE=1 SV=2	sp|Q9NUQ6|SPS2L_HUMAN	62 kDa	0	3	skmes_dox.adpr.msbio	Q9NUQ6	26010	3	1	62	0.0161290322580645	3.01612903225806	187	301	SPATS2L
SPRR1B	Cornifin-B OS=Homo sapiens GN=SPRR1B PE=1 SV=2	sp|P22528|SPR1B_HUMAN	10 kDa	6	5	skmes_dox.adpr.msbio	P22528	6699	-1	-0.166666666666667	10	6.1	5.1	0.836065573770492	0.833610648918469	SPRR1B
SPRR2D	Small proline-rich protein 2D OS=Homo sapiens GN=SPRR2D PE=2 SV=2	sp|P22532|SPR2D_HUMAN	8 kDa	3	0	skmes_dox.adpr.msbio	P22532	6703	-3	-1	8	3.125	0.125	0.04	0.00332225913621263	SPRR2D
SPRR3	Small proline-rich protein 3 OS=Homo sapiens GN=SPRR3 PE=1 SV=2	sp|Q9UBC9|SPRR3_HUMAN	18 kDa	5	0	skmes_dox.adpr.msbio	Q9UBC9	6707	-5	-1	18	5.05555555555556	0.0555555555555556	0.010989010989011	0.00199600798403194	SPRR3
SPTAN1	Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3	sp|Q13813|SPTN1_HUMAN	285 kDa	17	31	skmes_dox.adpr.msbio	Q13813	6709	14	0.451612903225806	285	17.0035087719298	31.0035087719298	1.82335947172926	1.82304526748971	SPTAN1
SPTBN1	Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2	sp|Q01082|SPTB2_HUMAN	275 kDa	9	28	skmes_dox.adpr.msbio	Q01082	6711	19	0.678571428571429	275	9.00363636363636	28.0036363636364	3.11025848142165	3.10876803551609	SPTBN1
SRP14	Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	sp|P37108|SRP14_HUMAN	15 kDa	27	38	skmes_dox.adpr.msbio	P37108	6727	11	0.289473684210526	15	27.0666666666667	38.0666666666667	1.4064039408867	1.40725657164013	SRP14
SRP54	Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 PE=1 SV=1	sp|P61011|SRP54_HUMAN	56 kDa	3	3	skmes_dox.adpr.msbio	P61011	6729	0	0	56	3.01785714285714	3.01785714285714	1	1	SRP54
SRP68	Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2	sp|Q9UHB9|SRP68_HUMAN	71 kDa	7	11	skmes_dox.adpr.msbio	Q9UHB9	6730	4	0.363636363636364	71	7.01408450704225	11.0140845070423	1.57028112449799	1.57061340941512	SRP68
